id,UMAP1,UMAP2,supervoxel_id,position,side,region,flow,super_class,hemilineage,cell_function,nerve,cell_type,fafb_cell_type,manc_cell_type,cluster,super_cluster
720575941655736344,-2.080320274329965,-2.809316869668212,74881415984290779,"83461,272057,4795",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_metathoracic_leg_nerve,long_tendon_muscle_B_femur,NA,ltm1-tibia MN,EFF_10,middle-hind leg
720575941633013484,-1.8270267600782504,-2.6720039805690856,75022428350245663,"86265,278827,4645",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_metathoracic_leg_nerve,tibia_flexor_Fast,NA,MNhl68,EFF_10,middle-hind leg
720575941623920586,-2.132574951148807,-2.2718385419170595,75231747877258137,"94070, 227216, 4858",right,ventral_nerve_cord,efferent,motor,17X,leg_motor,right_metathoracic_leg_nerve,sternotrochanter_extensor_dorsomedial_ribbon,NA,Sternotrochanter MN,EFF_10,middle-hind leg
720575941549915252,-2.83103791425305,-2.9975181779186393,75793323172186665,"109660, 184955, 3654",right,ventral_nerve_cord,efferent,motor,NA,leg_motor,right_posterior_dorsal_mesothoracic_nerve,tergotrochanter_extensor,NA,STTMm,EFF_10,front leg
720575941580906485,5.035298908256711,2.347502354689395,75232366486672643,"92213, 244191, 5364",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg07,NA,MNad08,EFF_03,abdomen-positioning
720575941466399830,6.071218097709849,0.8202809134204737,75091904077381967,"88973, 252655, 6081",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg04,NA,MNad49,EFF_15,abdomen-reproductive
720575941495969479,5.875872934364499,0.7841247358997188,75162341540884755,"90504, 253989, 6071",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg03,NA,MNad57,EFF_15,abdomen-reproductive
720575941399300387,4.8804176693193275,2.3938804903705404,75373104310015167,"96584, 244525, 6443",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg12,NA,MNad02,EFF_03,abdomen motor 1
720575941597267356,-1.61265031049329,2.491012219496522,75722336221517273,"106586, 166799, 4834",right,ventral_nerve_cord,efferent,motor,16B,wing_tension,right_anterior_dorsal_mesothoracic_nerve,tpn,NA,tpn MN,EFF_17,flight-steering
720575941535262179,5.085375869774045,-0.2785562238018183,75161585626401907,"90492, 231494, 5950",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_second_abdominal_nerve, right_second_abdominal_nerve",EN00B025,NA,EN00B025,EFF_06,feeding-endocrine
720575941439301183,5.948104942344846,0.60617542655066,75161860437638209,"91480, 240631, 5832",right,ventral_nerve_cord,efferent,visceral_circulatory,06A,"diuresis,stress_tolerance,pain_threshold",abdominal_nerve_trunk,EFFabg48,NA,MNad03,EFF_15,abdomen-reproductive
720575941562471943,0.4783087616197495,1.3667942324359716,75161585626355113,"90492, 231563, 5930",right,ventral_nerve_cord,efferent,motor,00A,NA,right_second_abdominal_nerve,EFFabg32,NA,MNad63,EFF_09,abdomen motor 2
720575941532464562,-1.6236654872663598,-2.90314030259058,75372347859067554,"97495, 223185, 4441",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_metathoracic_leg_nerve,accessory_tibia_flexor_B,NA,ltm MN,EFF_10,middle-hind leg
720575941572076445,-1.8618625755079379,-2.8351479729930977,75372347859091042,"97374, 223103, 4451",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_metathoracic_leg_nerve,accessory_tibia_flexor_B,NA,ltm MN,EFF_10,middle-hind leg
720575941587428151,-2.811569606757938,-3.0961811503688947,75582216805390426,"104349,184436,3140",right,ventral_nerve_cord,efferent,motor,19A,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_C,NA,IN19A007,EFF_10,middle-hind leg
720575941519971511,-2.6629957313306916,-2.9026387891094347,75582285525004667,"104135,187037,3179",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_B,NA,Acc. ti flexor MN,EFF_10,middle-hind leg
720575941478307380,-2.733620559669321,-2.4941654166500227,75722679281891983,"106858, 177467, 2739",right,ventral_nerve_cord,efferent,motor,NA,leg_motor,right_mesothoracic_leg_nerve,femur_reductor,NA,Pleural remotor/abductor MN,EFF_10,middle-hind leg
720575941527171000,-4.152963077522087,-5.4048837384502555,75651485970715215,"105774,153561,2845",right,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,right_prothoracic_leg_nerve,accessory_trochanter_flexor,NA,Acc. tr flexor MN,EFF_11,middle-hind leg
720575941592581671,-3.737649356818974,-5.1646338662426015,76073492143691040,"117521, 146348, 2537",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_prothoracic_leg_nerve,long_tendon_muscle_A,NA,ltm MN,EFF_11,front leg
720575941494146176,-3.76380768964368,-5.095408316544738,76003123465992140,"114927, 147180, 2564",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_prothoracic_leg_nerve,accessory_tibia_flexor_B,NA,Acc. ti flexor MN,EFF_11,middle-hind leg
720575941524966169,-3.714210426307498,-5.178859826020435,76214160912047133,"121643, 144238, 2350",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_prothoracic_leg_nerve,long_tendon_muscle_A,NA,ltm MN,EFF_11,front leg
720575941571652616,-3.776292240119754,-5.175984497956468,75862454697171373,"112323, 148421, 2580",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_prothoracic_leg_nerve,tarsus_depressor_B,NA,Ta depressor MN,EFF_11,middle-hind leg
720575941412439956,0.31716045191210607,1.295027140684876,75935023337254631,"112733, 214579, 5996",right,ventral_nerve_cord,efferent,motor,19B,NA,left_fourth_abdominal_nerve,EFFabg24,NA,MNad43,EFF_09,abdomen motor 2
720575941508227874,2.0266244617633236,1.381139401503358,75161929291007898,"91992, 241873, 6240",right,ventral_nerve_cord,efferent,motor,06A,NA,abdominal_nerve_trunk,EFFabg14,NA,MNad19,EFF_07,abdomen motor 1
720575941498946529,6.971330726646603,0.4910143652637338,75162272955383266,"90607, 252994, 6454",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,EFFabg45,NA,MNad69,EFF_15,abdomen-reproductive
720575941554833572,1.7986173128120313,1.472601298399717,75021466747996355,"86650, 251493, 6615",right,ventral_nerve_cord,efferent,motor,06A,NA,abdominal_nerve_trunk,EFFabg14,NA,MNad19,EFF_07,abdomen motor 1
720575941507894032,0.13020440390032664,1.2433997431476413,75091216882128907,"88783, 232630, 5913",right,ventral_nerve_cord,efferent,motor,03B,NA,right_second_abdominal_nerve,EFFabg28,NA,MNad36,EFF_09,abdomen motor 2
720575941435766060,-0.2418715114362826,1.365194205351622,75091216882225362,"89478, 232630, 5956",right,ventral_nerve_cord,efferent,motor,03B,NA,right_second_abdominal_nerve,EFFabg28,NA,MNad33,EFF_09,abdomen motor 2
720575941650859281,5.8224099521867645,0.9181257525165429,75091972729496411,"89872, 254599, 5795",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg05,NA,auto:MNad03,EFF_15,abdomen-reproductive
720575941560345359,6.346990192436398,-0.6437345704357291,75302460553886845,"95373, 236167, 5988",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,ENXXX226,NA,ENXXX226,EFF_16,thoracic-abdominal
720575941491553333,6.969099128746213,1.3740559855182548,75021535467169120,"86529, 252742, 6502",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,MNad09,NA,MNad09,EFF_05,abdomen-ureter
720575941536986866,2.088973181449594,1.2443887034137606,75021466748084014,"87338, 251063, 6649",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg13,NA,MNad05,EFF_07,abdomen motor 1
720575941523082487,2.184004986786069,1.5215436258991073,75021535467355142,"86323, 251996, 6571",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg19,NA,MNad06,EFF_07,abdomen motor 1
720575941528213158,4.891618335746945,2.3242307940204476,75021466748056903,"87316, 251178, 6639",right,ventral_nerve_cord,efferent,motor,06A,NA,abdominal_nerve_trunk,EFFabg15,NA,MNad01,EFF_03,abdomen motor 1
720575941554888612,-0.7149764652021503,1.4551147261340938,75091216882273030,"88379, 232630, 5978",right,ventral_nerve_cord,efferent,motor,03B,NA,right_second_abdominal_nerve,EFFabg28,NA,MNad40,EFF_09,abdomen motor 2
720575941438845919,-0.3859476203687777,1.3747302332599496,75020848137888834,"87882, 232630, 5978",right,ventral_nerve_cord,efferent,motor,03B,NA,right_second_abdominal_nerve,EFFabg28,NA,MNad41,EFF_09,abdomen motor 2
720575941638038559,-1.1545487994917063,2.159988764830384,75653273348191730,"106199,204887,5411",right,ventral_nerve_cord,efferent,motor,06A,haltere_motor,right_metathoracic_leg_nerve,MNhl87,NA,MNhl87,EFF_09,flight-energy-power
720575941544904116,1.6766005997888487,1.3498750963886117,74950754338849797,"85320, 241563, 6280",right,ventral_nerve_cord,efferent,motor,06A,NA,right_fourth_abdominal_nerve,EFFabg14,NA,MNad10,EFF_07,abdomen motor 1
720575941465021206,6.155745590233029,-0.8808592817108295,75020848137826118,"88006, 232630, 5925",right,ventral_nerve_cord,efferent,motor,NA,NA,right_second_abdominal_nerve,ENXXX226,NA,ENXXX226,EFF_16,thoracic-abdominal
720575941565332992,8.383540714287022,-1.788855727605072,75788374430146270,"109267, 37653, 203",right,central_brain,efferent,motor,putative_primary,pharynx_motor,right_pharyngeal_nerve,MN11D,MN11D,NA,EFF_02,ingestion-digestion
720575941581804383,8.483414257072665,-1.9891954621593595,75929180705070770,"113569, 40946, 352",right,central_brain,efferent,motor,putative_primary,pharynx_motor,right_pharyngeal_nerve,MN12D,MN12D,NA,EFF_02,ingestion-digestion
720575941553641188,-0.11108008573132655,1.4069341459949316,75091216882337498,"89218, 232630, 6012",right,ventral_nerve_cord,efferent,motor,03B,NA,right_second_abdominal_nerve,EFFabg28,NA,MNad32,EFF_09,abdomen motor 2
720575941687084527,8.475236022972316,-1.5524261704008246,75718074405777101,"106921, 39415, 232",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_pharyngeal_nerve_or_accessory_pharyngeal_nerve,MN5,MN5,NA,EFF_02,ingestion-digestion
720575941428991224,8.454561317466945,-1.7327953240196372,75929043333268287,"113531, 34836, 539",right,central_brain,efferent,motor,putative_primary,pharynx_motor,right_pharyngeal_nerve,MNx03,MNx03,NA,EFF_02,ingestion-digestion
720575941556390116,8.450010860466184,-1.8752942046444052,75858674522025004,"111062, 36270, 396",right,central_brain,efferent,motor,putative_primary,pharynx_motor,right_pharyngeal_nerve,MNx01,MNx01,NA,EFF_02,ingestion-digestion
720575941573878537,2.205384755634499,1.6024168768604141,75443198042127558,"99655, 236886, 5953",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg19,NA,MNad06,EFF_07,abdomen motor 1
720575941517150810,7.887548053764523,0.36587012202337726,75302185608901218,"95469, 227997, 5754",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,"diuresis,stress_tolerance,pain_threshold",right_second_abdominal_nerve,EFFabg36,NA,MNad18,EFF_04,energy homeostasis
720575941653451993,0.12556752016466952,1.39961922556952,76075348441660785,"118000, 200731, 5754",right,ventral_nerve_cord,efferent,motor,00A,NA,left_second_abdominal_nerve,EFFabg32,NA,MNad51,EFF_09,abdomen motor 2
720575941687545356,2.2318859343759376,1.069721106596742,75161585626397520,"90492, 231777, 5946",right,ventral_nerve_cord,efferent,motor,03B,NA,right_second_abdominal_nerve,EFFabg34,NA,MNad24,EFF_07,abdomen motor 1
720575941643502200,5.116185033821275,-0.29695939629479956,75021054363375604,"87218, 239269, 6145",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_fourth_abdominal_nerve, right_fourth_abdominal_nerve",EN00B026,NA,EN00B026,EFF_06,abdomen-ureter
720575941481381795,2.6143487935296847,1.3631376066882943,75724054543458384,"107346, 218791, 5911",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_fourth_abdominal_nerve, right_fourth_abdominal_nerve",EN00B026,NA,EN00B026,EFF_07,abdomen-ureter
720575941669019635,-1.114055788017094,2.877745751448426,75792705032653750,"110516, 166100, 5037",right,ventral_nerve_cord,efferent,motor,16B,wing_tension,right_anterior_dorsal_mesothoracic_nerve,tp2,NA,tp2 MN,EFF_09,flight-energy-power
720575941436960735,-2.8415159339674103,-3.0996506175319807,75582216738662780,"104379,186062,3033",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_B,NA,Acc. ti flexor MN,EFF_10,middle-hind leg
720575941611750419,-2.70243970105726,-3.24820267765924,75722885574565699,"107327, 183936, 3250",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,long_tendon_muscle_B,NA,ltm MN,EFF_10,middle-hind leg
720575941572940943,4.88324722101611,-0.31381857006951897,76145510960343983,"119167, 195045, 5511",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_first_abdominal_nerve, right_first_abdominal_nerve",EN00B008_T3,NA,EN00B017,EFF_06,feeding-endocrine
720575941501585899,8.5999780540697,-2.163935299805847,76351461889425693,"126777, 42235, 410",right,central_brain,efferent,motor,putative_primary,pharynx_motor,right_pharyngeal_nerve,MN12D,MN12D,NA,EFF_02,ingestion-digestion
720575941394653590,-0.7051080817945576,1.9664245882709332,76425679998675511,"127985, 157682, 4526",right,ventral_nerve_cord,efferent,visceral_circulatory,27X,"myomodulation,energy_metabolism",NA,EN27X010,NA,EN27X010,EFF_09,flight-energy-power
720575941506034049,-2.675406848884405,-2.4381517133037707,75582835146531939,"104375, 202820, 2716",right,ventral_nerve_cord,efferent,motor,17X,leg_motor,right_mesothoracic_leg_nerve,sternotrochanter_extensor_MesoLN_dorsal_3,NA,Sternotrochanter MN,EFF_10,middle-hind leg
720575941609393766,-2.5779661292799103,-3.174908991746154,76004085471488408,"115291, 175365, 2383",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,long_tendon_muscle_A_dipalpha,NA,ltm MN,EFF_10,middle-hind leg
720575941558562093,-2.4531582946546613,-3.0092902144710685,75652448110484071,"104609,180354,3086",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_A,NA,Acc. ti flexor MN,EFF_10,middle-hind leg
720575941459438224,-2.6986850852735627,-2.822751756600585,75652791842223566,"105587, 190744, 3659",right,ventral_nerve_cord,efferent,motor,NA,leg_motor,right_mesothoracic_leg_nerve,accessory_trochanter_flexor,NA,Acc. tr flexor MN,EFF_10,middle-hind leg
720575941610358761,-2.7758616561658966,-2.7326730450908787,75652585617136423,"106438, 184672, 3555",right,ventral_nerve_cord,efferent,motor,19B,leg_motor,right_mesothoracic_leg_nerve,accessory_trochanter_flexor,NA,Acc. tr flexor MN,EFF_10,middle-hind leg
720575941485233616,-2.7174076194532453,-3.1975094041149283,75582079366402022,"104414,181993,3126",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,tarsus_depressor_B,NA,MNml80,EFF_10,middle-hind leg
720575941542738524,-2.443767940498175,-3.2980079612056876,75722954293733074,"106911, 185326, 3136",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,long_tendon_muscle_B,NA,ltm1-tibia MN,EFF_10,middle-hind leg
720575941638063391,-2.4123977775343097,-3.226379748276927,75722954293813905,"107451, 184881, 3160",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,long_tendon_muscle_B_femur,NA,ltm1-tibia MN,EFF_10,middle-hind leg
720575941527245496,-2.7226685638196995,-3.2648332080166096,75722885574451349,"107576, 184208, 3205",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,long_tendon_muscle_B,NA,ltm MN,EFF_10,middle-hind leg
720575941641621330,-2.5735367889173744,-3.002827759675231,75582216805510734,"104364,184331,3186",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_A,NA,Acc. ti flexor MN,EFF_10,middle-hind leg
720575941589587710,-2.7484144325025692,-2.988561030320379,75653203890945247,"105470, 202820, 2743",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_A,NA,Acc. ti flexor MN,EFF_10,middle-hind leg
720575941641623327,-2.677401458717171,-3.1277010402004484,75653203823759849,"106226, 202820, 2448",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,accessory_tibia_flexor_A,NA,Acc. ti flexor MN,EFF_10,middle-hind leg
720575941591037547,-2.512497341132941,-3.264505263261049,75722885574042350,"107291, 184139, 3076",right,ventral_nerve_cord,efferent,motor,15B,leg_motor,right_mesothoracic_leg_nerve,long_tendon_muscle_B,NA,ltm1-tibia MN,EFF_10,middle-hind leg
720575941623147978,-4.097036754585075,-5.390871878556435,75722197842362184,"108206, 162526, 1061",right,ventral_nerve_cord,efferent,motor,NA,leg_motor,right_prothoracic_leg_nerve,accessory_trochanter_flexor,NA,Acc. tr flexor MN,EFF_11,middle-hind leg
720575941593921576,-0.7407223338850131,1.8923410216052903,76285698491622786,"123954, 178814, 4744",right,ventral_nerve_cord,efferent,visceral_circulatory,27X,"myomodulation,energy_metabolism",NA,EN27X010,NA,EN27X010,EFF_09,flight-energy-power
720575941525907202,-0.8885404224165084,2.644438866682801,76285492400127651,"123772, 172358, 4947",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_posterior_dorsal_mesothoracic_nerve, left_mesothoracic_accessory_nerve, left_mesothoracic_leg_nerve, right_anterior_dorsal_mesothoracic_nerve, right_mesothoracic_accessory_nerve, right_mesothoracic_leg_nerve",EN00B011,auto:AN_GNG_103,EN00B011,EFF_09,flight-energy-power
720575941458846278,4.694386804603745,-0.26715874283715735,76285492400038792,"123932, 172207, 4922",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_posterior_dorsal_mesothoracic_nerve, left_mesothoracic_accessory_nerve, right_anterior_dorsal_mesothoracic_nerve, right_posterior_dorsal_mesothoracic_nerve",EN00B015,NA,EN00B015,EFF_06,feeding-endocrine
720575941529322884,4.826724851631345,-0.3038829526226194,76285492400041757,"123994, 172374, 4926",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,"left_mesothoracic_leg_nerve, right_mesothoracic_leg_nerve",EN00B008_T2,NA,EN00B008,EFF_06,feeding-endocrine
720575941547120161,8.903037155174436,-3.00139617531702,75507449410678500,"101593, 54546, 857",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN8,MN8,NA,EFF_01,proboscis-antenna
720575941462808077,9.018620098137081,-3.2527570685665292,75507449410609253,"100460, 53926, 832",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN2Db,MN2Db,NA,EFF_01,proboscis-antenna
720575941583384671,-5.936987316108525,-3.701318617753234,75155468452327582,"91151, 50657, 1659",right,central_brain,efferent,motor,putative_primary,antenna_motor,right_antennal_nerve,CB0886,CB0886,NA,EFF_12,head-eye-antenna
720575941669313447,-4.911348258949102,-4.484749670914866,75366987135720267,"96396, 62241, 2072",right,central_brain,efferent,motor,LB3__prim,antenna_motor,right_antennal_nerve,CB0873,CB0873,NA,EFF_11,front leg
720575941588254206,9.072508419059963,-3.31424915402337,75366849495556390,"96264, 57762, 1379",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN1,MN1,NA,EFF_01,proboscis-antenna
720575941545764232,9.073069179557999,-3.294786806992742,75437080666573848,"98411, 53260, 940",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN2V,MN2V,NA,EFF_01,proboscis-antenna
720575941511829520,9.109616840385637,-3.268443818978515,75366780708856471,"97937, 56536, 1098",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN2Da,MN2Da,NA,EFF_01,proboscis-antenna
720575941436428818,8.216378295921498,-1.3982328491578961,75366437044327658,"96350, 46442, 800",right,central_brain,efferent,motor,putative_primary,salivary_motor,right_maxillary-labial_nerve,MN13,MN13,NA,EFF_02,ingestion-digestion
720575941599758121,8.914918029808224,-2.9979115685741626,75507380691059899,"100820, 51719, 769",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN7,MN7,NA,EFF_01,proboscis-antenna
720575941505101125,1.9407442362390146,0.810411814757142,75232229181783825,"92835, 239656, 5828",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg21,NA,MNad58,EFF_07,abdomen motor 1
720575941391802372,8.141363227867298,-1.7383049389640952,75161998010307793,"90969, 244755, 6167",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,ENXXX226,NA,ENXXX226,EFF_02,thoracic-abdominal
720575941467281373,6.8527847175828756,0.36024678141668776,75161860370662451,"91121, 240063, 5624",right,ventral_nerve_cord,efferent,visceral_circulatory,06A,"diuresis,stress_tolerance,pain_threshold",abdominal_nerve_trunk,EFFabg48,NA,MNad13,EFF_15,abdomen-reproductive
720575941562061568,4.641064012550539,2.2592259684284066,75372966737356620,"97088, 240406, 6125",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg19,NA,MNad06,EFF_03,abdomen motor 1
720575941448982862,-6.349729930854634,-3.5642539223949576,75226180927936201,"93894, 59498, 2107",right,central_brain,efferent,motor,putative_primary,antenna_motor,right_antennal_nerve,CB0723,CB0723,NA,EFF_12,head-eye-antenna
720575941558268943,8.923303211235226,-3.0153545102398063,75718624362606997,"107692, 57178, 804",right,central_brain,efferent,motor,putative_primary,proboscis_motor,right_maxillary-labial_nerve,MN7,MN7,NA,EFF_01,proboscis-antenna
720575941564557463,1.9343653452925096,1.4599601069171733,75302460620838976,"95693, 236244, 6189",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg16,NA,MNad16,EFF_07,abdomen motor 1
720575941499333003,6.7678252105943555,1.4516125956256718,75232091742462980,"93175, 237233, 5694",right,ventral_nerve_cord,efferent,visceral_circulatory,06A,"diuresis,stress_tolerance,pain_threshold",abdominal_nerve_trunk,EFFabg48,NA,MNad09,EFF_05,abdomen-reproductive
720575941503503410,7.3207865600816495,1.0268296042163698,75161998077390775,"92047, 244741, 6419",right,ventral_nerve_cord,efferent,visceral_circulatory,06A,NA,abdominal_nerve_trunk,EFFabg46,NA,MNad09,EFF_05,abdomen-ureter
720575941409048235,5.433568084739889,1.9763375559528207,75162066595922402,"91034, 246978, 5789",right,ventral_nerve_cord,efferent,motor,06A,NA,abdominal_nerve_trunk,EFFabg97f,NA,MNad53,EFF_03,abdomen-positioning
720575941593631013,7.109353149437133,1.2706106939990838,75091629199492445,"89933, 244845, 6078",right,ventral_nerve_cord,efferent,visceral_circulatory,06A,NA,abdominal_nerve_trunk,EFFabg46,NA,MNad09,EFF_05,abdomen-ureter
720575941503531058,4.945137107872189,2.3635028639514792,75091697851845890,"89393, 245889, 5823",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg96f,NA,MNad20,EFF_03,abdomen-positioning
720575941529404036,6.242037380241579,0.038227204390320575,75232091742784108,"94049, 236422, 5810",right,ventral_nerve_cord,efferent,visceral_circulatory,06A,"diuresis,stress_tolerance,pain_threshold",abdominal_nerve_trunk,EFFabg48,NA,MNad03,EFF_15,abdomen-reproductive
720575941625178506,2.5120563750497613,0.9984442034442766,75232160529265128,"92959, 237707, 6029",right,ventral_nerve_cord,efferent,motor,19A,NA,abdominal_nerve_trunk,EFFabg11,NA,MNad14,EFF_07,abdomen motor 1
720575941513210371,2.57773079922122,0.9295448103626107,75161860504461122,"91118, 240966, 5980",right,ventral_nerve_cord,efferent,motor,19A,NA,abdominal_nerve_trunk,EFFabg11,NA,MNad11,EFF_07,abdomen motor 1
720575941435950734,5.0548606758348384,2.299316052504342,75091629132198633,"89246, 245694, 5766",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg08,NA,MNad53,EFF_03,abdomen-positioning
720575941604612086,-1.9354340190656734,-2.2755171021740153,75302047968543249,"94784, 225256, 4927",right,ventral_nerve_cord,efferent,motor,19A,leg_motor,right_metathoracic_leg_nerve,trochanter_extensor_LinJ,NA,Tr extensor MN,EFF_10,middle-hind leg
720575941513385306,-2.1552981490858167,-2.8048943242351667,75090941736219834,"90032, 224642, 5029",right,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,right_metathoracic_leg_nerve,femur_reductor_tiny,NA,Sternal adductor MN,EFF_10,middle-hind leg
720575941451840425,-2.058372413612181,-2.3432003220836783,75231816663485739,"92488, 229325, 5016",right,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,right_metathoracic_leg_nerve,trochanter_flexor_ventrolateral_ribbon,NA,Tr flexor MN,EFF_10,middle-hind leg
720575941572050077,-2.1570419425733682,-2.5314563473980067,75231885382736847,"92728, 231038, 4917",right,ventral_nerve_cord,efferent,motor,24B.25B,leg_motor,right_metathoracic_leg_nerve,trochanter_flexor_ventrolateral_ribbon,NA,Tr flexor MN,EFF_10,middle-hind leg
720575941490096334,5.089129293464856,2.4376434126575326,75303010309882859,"96239, 253065, 6062",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,abdominal_nerve_trunk,EN00B003,NA,EN00B003,EFF_03,abdomen-positioning
720575941527250532,6.0178113823167685,0.777183655806335,75091904144124834,"88403, 253860, 6209",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,EFFabg40,NA,MNad49,EFF_15,abdomen-reproductive
720575941659397456,5.518324935936154,2.258936051436225,75091697851852349,"88167, 246971, 5827",right,ventral_nerve_cord,efferent,visceral_circulatory,00B,NA,abdominal_nerve_trunk,EN00B016,NA,EN00B016,EFF_03,abdomen-positioning
720575941686473228,5.852163398765744,0.8441141882617805,75232710284840832,"93010, 254775, 5997",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg05,NA,auto:INXXX409,EFF_15,abdomen-reproductive
720575941643195553,6.6233321075670055,0.6287434139926766,74951235442508628,"85804, 255467, 6535",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,EFFabg45,NA,MNad17,EFF_15,abdomen-reproductive
720575941610949962,5.245550239586044,2.3974770346362924,75091904077112332,"88914, 252443, 5985",right,ventral_nerve_cord,efferent,motor,NA,ovulation,abdominal_nerve_trunk,EFFabg95f,NA,MNad20,EFF_03,abdomen-positioning
720575941550035828,5.911636674904051,0.6558085718829965,75091904211143127,"88117, 253482, 6426",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,NA,abdominal_nerve_trunk,EFFabg40,NA,auto:INXXX329,EFF_15,abdomen-reproductive
720575941525304486,2.1417806689970016,0.7899769583423452,74951166722913999,"85846, 252943, 6489",right,ventral_nerve_cord,efferent,motor,NA,NA,abdominal_nerve_trunk,EFFabg21,NA,MNad08,EFF_07,abdomen motor 1
720575941482782659,6.82883032610338,0.38136160761908106,74951166722954051,"85820, 252837, 6498",right,ventral_nerve_cord,efferent,visceral_circulatory,NA,"diuresis,stress_tolerance,pain_threshold",abdominal_nerve_trunk,EFFabg44,NA,MNad13,EFF_15,abdomen-reproductive
