root_id,UMAP1,UMAP2,supervoxel_id,position,side,region,super_class,hemilineage,cell_function,cell_type,fafb_cell_type,manc_cell_type,super_cluster,cns_network
720575941518950579,1.6242248731741735,-1.5725046477525957,76421762585401070,"128268, 39720, 2827",left,central_brain,central_brain_intrinsic,VESa1,NA,CB2630,CB2630,NA,NA,posterior brain
720575941518951084,0.7270751315245462,2.610433093527006,74662337554601580,"76804, 33899, 1984",right,central_brain,central_brain_intrinsic,VLPl1_or_VLPl5,NA,AVLP348,AVLP348,NA,NA,lateral brain
720575941518951091,-8.85022678793575,9.87769722125833,76001336760188835,"116355, 92500, 2791",left,central_brain,descending,LB7,NA,DNg36_a,DNg36_a,DNg36,head orienting,dorsal VNC
720575941518954668,8.42812022744511,1.0427176871091592,75014181946447267,"86955, 33328, 4500",right,central_brain,central_brain_intrinsic,SLPad1_posterior,NA,CB2945,CB2945,NA,NA,right olfactory
720575941518957484,4.429533095944867,-4.530785330316378,77265500522677496,"153376, 18480, 3811",left,central_brain,central_brain_intrinsic,WEDd1,NA,WEDPN8D,WEDPN8D,NA,NA,inferior brain
720575941518959320,-0.7298471015801598,-0.8539994440286888,75788650114007233,"110488,45852,3312",right,central_brain,central_brain_intrinsic,NA,NA,NA,NA,NA,NA,posterior brain
720575941518960494,8.335013957608686,-2.1963825307100544,76209900774051938,"121233, 18305, 4096",right,central_brain,central_brain_intrinsic,FLAa2,NA,CB3312,CB3312,NA,NA,flange median bundle
720575941518962348,6.941126437772257,0.2952213653117885,74803350592234863,"81875, 42463, 4606",right,central_brain,central_brain_intrinsic,LHp3,NA,CB1901,CB1901,NA,NA,superior brain
720575941518966126,0.10292445300911188,-2.0975358567446007,76915031057124039,"142379, 59548, 3294",left,central_brain,central_brain_intrinsic,DM4_ventral,NA,CB1046,CB1046,NA,NA,posterior brain
720575941518969267,4.998632522214397,-5.402580507776093,77055356764972857,"146696, 47854, 5165",left,central_brain,central_brain_intrinsic,NA,NA,NA,NA,NA,NA,left olfactory
720575941518969516,1.1445618587622475,-2.1951611123293175,75084962537255532,"89960, 46837, 2561",right,central_brain,central_brain_intrinsic,LALa1_posterior,NA,WEDPN7C,WEDPN7C,NA,NA,inferior brain
720575941518975916,9.54458865701054,1.9890082993299234,76984094533903602,"143407, 21440, 4834",left,central_brain,central_brain_intrinsic,CREa1_dorsal,appetitive_learning,PAM04,PAM04,NA,NA,right olfactory
720575941518981804,-1.3915337604394125,2.6535963930875535,74943675092625862,"85144, 29960, 2044",right,central_brain,central_brain_intrinsic,VLPl1_or_VLPl5,NA,CB0955,CB0955,NA,NA,lateral brain
720575941518988471,4.07076701699589,3.869590274313139,74874062329461002,"83376, 52544, 2216",right,optic_lobe,visual_projection,NA,visual,LCe02,LCe02,NA,NA,right visual
720575941518990446,4.326919646848184,6.298740140417266,74522012449774883,"72696, 45916, 2069",right,optic_lobe,visual_projection,NA,visual,LC25,LC25,NA,NA,right visual
720575941518991470,5.867692084897501,-6.523428209802462,76491787665742030,"130971, 30022, 2803",left,central_brain,central_brain_intrinsic,ALl1_ventral,hygrosensory,M_lPNm11A,M_lPNm11A,NA,NA,left olfactory
720575941518995372,-3.386282829653279,-3.8738110146730667,77477156175118243,"158527, 36281, 2392",left,central_brain,central_brain_intrinsic,VLPl1_or_VLPl5,NA,CB2108,CB2108,NA,NA,lateral brain
720575941518996846,-2.626157669435995,-4.750543364068819,77406650461529163,"156147, 32617, 4107",left,central_brain,central_brain_intrinsic,VLPd1,NA,AVLP047,AVLP047,NA,NA,lateral brain
720575941519001772,9.850496860135543,2.779601565817045,75717525320966184,"107901, 23370, 2655",right,central_brain,central_brain_intrinsic,ALad1,NA,M_adPNm7,M_adPNm7,NA,NA,right olfactory
720575941519009452,13.510688396085248,-6.421196707269503,75788031839997894,"109599, 27573, 4080",right,central_brain,central_brain_intrinsic,AOTUv4_ventral,NA,FB4Q_b,FB4Q_b,NA,NA,central complex related
720575941519016046,13.03021583138798,1.392878166654753,75577544149673749,"103735, 47092, 4272",right,central_brain,central_brain_intrinsic,DM4_CX_d2,NA,PEG,PEG,NA,NA,central complex related
720575941519020471,-12.289648441683308,4.06953786990945,77410636258443125,"157430, 151385, 4411",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,19A,NA,IN19A122,NA,IN19A122,NA,leg VNC
720575941519025068,14.60907325326298,-2.495198019525362,76281025298948534,"123895, 39308, 3813",left,central_brain,central_brain_intrinsic,DM3_CX_v,NA,vDeltaA_b,vDeltaA_b,NA,NA,central complex related
720575941519028396,-8.037283329378619,1.7550647177488077,76005597837367464,"116722, 220402, 4511",left,ventral_nerve_cord,ascending,05B,NA,AN05B097,AN_multi_88,AN05B097,threat response,leg VNC
720575941519029420,1.2190537172446079,-1.4713391146868,75788375504509263,"110136, 37295, 4339",right,central_brain,central_brain_intrinsic,SMPad2,NA,PS005_f,PS005_f,NA,NA,posterior brain
720575941519029870,16.058239551175575,0.5426197268754711,75366712593622134,"97595, 53529, 3454",right,central_brain,central_brain_intrinsic,PBp1,NA,SpsP,SpsP,NA,NA,central complex related
720575941519044279,1.8686434942374062,-8.893677481195285,75717663028642641,"107220, 26978, 3796",right,central_brain,central_brain_intrinsic,EBa1,NA,ER5,ER5,NA,NA,inferior brain
720575941519052972,-1.1047070306649378,5.754736176946805,76562362232135582,"131392, 35015, 1282",left,central_brain,central_brain_intrinsic,putative_primary,NA,CB0895,CB0895,NA,NA,flange median bundle
720575941519053166,2.8068419414648833,0.6229317106992472,75718144199222521,"106867, 41250, 4313",right,central_brain,central_brain_intrinsic,DM2_or_DM3_posterior,NA,CL243,NA,NA,NA,inferior brain
720575941519053228,0.8056255894789528,-2.8363955102175007,77407268601407494,"157306, 49485, 2875",left,central_brain,central_brain_intrinsic,SLPa&l1_lateral,NA,WED038a,WED038a,NA,NA,posterior brain
720575941519054252,5.896174998868448,-7.919989355584932,77266325424708256,"153143, 43622, 4789",left,central_brain,central_brain_intrinsic,DL2_dorsal,NA,LHPV5d1,LHPV5d1,NA,NA,left olfactory
720575941519056044,-2.6397649330010577,-4.821618803521944,77898956524628302,"170035, 23378, 3154",left,central_brain,central_brain_intrinsic,VLPa1_lateral,NA,AVLP299_a,AVLP299_a,NA,NA,lateral brain
720575941519069107,-1.0446907562127279,-0.5790117464273703,77336899589110664,"154336, 50320, 1964",left,central_brain,central_brain_intrinsic,LB7,NA,CB0415,CB0415,NA,NA,posterior brain
720575941519069550,5.499102206815226,-14.395198591729956,77125794161641355,"148405, 50889, 4940",left,central_brain,central_brain_intrinsic,MBp,NA,KC,auto:KCab,NA,NA,left olfactory
720575941519069868,1.8511097150931188,-1.5376389107912314,75647981545807910,"106452, 47880, 3849",left,central_brain,central_brain_intrinsic,DM6_posterior,NA,CB1556,CB1556,NA,NA,inferior brain
720575941519071923,13.880577655423627,-4.053294905206514,76632456903900665,"135017, 27729, 4431",left,central_brain,central_brain_intrinsic,AOTUv4_ventral,NA,FB6U,FB6U,NA,NA,central complex related
720575941519075438,6.531581969846231,-10.792603262445287,76491925238623955,"129080, 34026, 3217",right,central_brain,central_brain_intrinsic,putative_primary,NA,CSD,CSD,NA,NA,left olfactory
720575941519076524,-2.700749782930868,-4.801403769037081,77617687639287268,"163827, 29452, 2913",left,central_brain,central_brain_intrinsic,VLPl&p2_lateral,NA,CB1743,CB1743,NA,NA,lateral brain
720575941519077486,-2.9380404037347,-8.41866851665671,77548074608267756,"160545, 52294, 2243",left,optic_lobe,visual_projection,NA,escape_takeoff,LC13,LC13,NA,NA,left visual
720575941519083948,3.880818219769938,0.3586617030889262,74732225933358158,"79644,19332,4498",right,central_brain,central_brain_intrinsic,SLPad1_anterior,NA,CB3496,CB3496,NA,NA,inferior brain
720575941519084142,6.076467605222209,-13.76847434856589,76844181812910344,"141210, 46556, 5143",left,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,left olfactory
720575941519084211,13.31130370675419,6.208204022863555,75155263099451066,"91958, 43173, 4821",right,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,right olfactory
720575941519085996,13.750815959561809,-6.842349298974827,76492062945893614,"130429, 36946, 4196",left,central_brain,central_brain_intrinsic,DM3_CX_p,NA,hDeltaJ,hDeltaJ,NA,NA,central complex related
720575941519091822,15.159274669278606,8.357188455084014,75296206679039353,"95246, 49852, 4508",right,central_brain,central_brain_intrinsic,MBp,NA,KCab,KCab,NA,NA,right olfactory
720575941519092140,4.132606120694622,0.03667287460868254,74873581897149928,"83804, 38645, 4541",right,central_brain,central_brain_intrinsic,putative_primary,NA,SLP382,SLP382,NA,NA,inferior brain
720575941519094638,14.66288241921757,8.105907670477078,75014319653872218,"87888, 37744, 5529",right,central_brain,central_brain_intrinsic,MBp,NA,KC,auto:KCg-m,NA,NA,right olfactory
720575941519098028,-2.927653459917562,-4.385021933099581,77335869199058466,"154887, 20135, 3329",left,central_brain,central_brain_intrinsic,VLPa1_medial,NA,CB1221,CB1221,NA,NA,lateral brain
720575941519100332,5.519589038480265,-5.776618727227999,77054668698221820,"146146, 27974, 1996",left,central_brain,central_brain_intrinsic,ALv1,hygrosensory,VP4_vPN,VP4_vPN,NA,NA,left olfactory
720575941519106414,-6.607150940310016,-1.0126494250505695,76074935319719404,"118081, 188899, 2756",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,01B,NA,IN01B095,NA,IN01B095,NA,leg VNC
720575941519107500,5.169898601163371,-2.4685812077730436,76562019239369032,"131819, 26097, 3818",left,central_brain,central_brain_intrinsic,DM1_antero_dorsal,NA,CB2062,CB2062,NA,NA,superior brain
720575941519109292,4.890548320401652,-5.046826132318332,76632731110771317,"134679, 35169, 1884",left,central_brain,central_brain_intrinsic,ALl1_ventral,NA,SLP236,SLP236,NA,NA,superior brain
720575941519116467,-11.350997356783408,-0.36943296410734766,76005804331504621,"116134, 225304, 5862",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03A,NA,IN03A078,NA,IN03A078,NA,leg VNC
720575941519117491,-8.620214847933308,2.251530877569365,77129298586566508,"149431, 154628, 3944",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,21A,NA,IN21A087,NA,IN21A087,NA,leg VNC
720575941519119532,8.265211673367963,-2.2473180375307336,76210107201243449,"122753, 24310, 5219",left,central_brain,central_brain_intrinsic,putative_primary,NA,SMP598,SMP598,NA,NA,flange median bundle
720575941519121580,2.5808247047552895,-2.408503540536715,75647431589040235,"106439, 31864, 3222",left,central_brain,central_brain_intrinsic,putative_primary,NA,CL327,CL327,NA,NA,inferior brain
720575941519123628,4.700189204801067,7.433911077001738,74310837431213632,"67268, 43135, 2023",right,optic_lobe,visual_projection,NA,escape_takeoff,LC15,LC15,NA,NA,right visual
720575941519124396,13.82756099282597,-6.792864092370822,76140012999232582,"120801, 31039, 3851",right,central_brain,central_brain_intrinsic,DL1_dorsal,NA,FB2F_c,FB2F_c,NA,NA,central complex related
720575941519126700,5.5682326275000396,-1.9064767441957722,76491513257555899,"129553, 20831, 4591",right,central_brain,central_brain_intrinsic,SMPad3,NA,SMP114,SMP114,NA,NA,superior brain
720575941519132343,-3.015742926012533,-8.439265020868135,77548212046926014,"161338, 56465, 2127",left,optic_lobe,visual_projection,VPNv2,walking,LC16,LC16,NA,NA,left visual
720575941519136110,5.5734888034949135,-15.337761648675752,77196162839152185,"149965, 49471, 4852",left,central_brain,central_brain_intrinsic,MBp,NA,KC,auto:MB-C1,NA,NA,left olfactory
720575941519137390,2.9815212207922777,-3.522062786599947,76843769361846444,"140866, 34589, 4635",left,central_brain,central_brain_intrinsic,SMPp&v1_posterior,NA,CB1451,CB1451,NA,NA,inferior brain
720575941519139500,5.975312800992472,-9.47085357525046,77688331664206318,"165678, 38816, 4509",left,central_brain,central_brain_intrinsic,LHp1,NA,CB2135,CB2135,NA,NA,left olfactory
720575941519144302,6.037295432675823,-13.355553396722632,77266325491982800,"152934, 44345, 5105",left,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,left olfactory
720575941519144620,6.900543304074749,-2.896600016137911,75998863529991000,"116080, 20347, 5284",right,central_brain,central_brain_intrinsic,SMPad1,NA,CB2317,CB2317,NA,NA,superior brain
720575941519145644,6.616231532681925,-2.1617372117250695,75365957148977035,"97718, 32634, 5192",right,central_brain,central_brain_intrinsic,SMPpd1,NA,CB1712,CB1712,NA,NA,superior brain
720575941519146350,13.893283458341106,-3.867369421502901,75506694637027852,"100665, 31814, 5121",right,central_brain,central_brain_intrinsic,DL1_dorsal,NA,FB7A,FB7A,NA,NA,central complex related
720575941519147703,14.74423656045292,8.119003526189971,75296000520395650,"95747, 44040, 4446",right,central_brain,central_brain_intrinsic,MBp,NA,KCa'b',KCapbp-m,NA,NA,right olfactory
720575941519147992,6.764764400113567,-1.331922539254976,74802801037376704,"81696,24912,5278",right,central_brain,central_brain_intrinsic,VLPd&p1_posterior,NA,SIP047b,SIP047b,NA,NA,superior brain
720575941519151064,-1.7385977786889244,6.1473319449216595,75858606003798299,"110780, 33770, 1038",right,central_brain,central_brain_intrinsic,TRdm,NA,CB2054,CB2054,NA,NA,flange median bundle
720575941519164087,5.534417720426066,-0.7218320450990925,74944087945654860,"84235, 41221, 3875",right,central_brain,central_brain_intrinsic,VPNp&v1_posterior,NA,LHPV2f2,LHPV2f2,NA,NA,inferior brain
720575941519168684,3.892701717008097,3.9303445734769578,74521943730606345,"71761, 43370, 2192",right,optic_lobe,visual_projection,NA,visual,LC26,LC26,NA,NA,right visual
720575941519168984,5.20154676019047,-5.745006330987764,78320962965472788,"182432, 17536, 3701",left,central_brain,central_brain_intrinsic,SLPal3_and_SLPal4_dorsal,NA,CB1155,CB1155,NA,NA,left olfactory
720575941519172268,13.9418903308997,-4.849903353235079,75999275578312627,"115214, 32766, 4230",right,central_brain,central_brain_intrinsic,DM4_CX_d1,NA,FS2,FS2,NA,NA,central complex related
720575941519178156,8.430751414884075,1.4650750078946817,75998863060236119,"115311, 19004, 3505",right,central_brain,central_brain_intrinsic,putative_primary,appetitive,MBON02,MBON02,NA,NA,right olfactory
720575941519178924,-3.5810100120415855,-8.198492773553683,77688812029380010,"164506, 52279, 1922",left,optic_lobe,visual_projection,NA,escape_takeoff,LC15,LC15,NA,NA,left visual
720575941519180204,1.7484146076330969,3.8692088045865765,74451231523130821,"69877, 32783, 2657",right,central_brain,central_brain_intrinsic,VLPl4_anterior,NA,PVLP080a,PVLP080a,NA,NA,right visual
720575941519182263,0.21959199189041378,15.15112041614358,74662956365437498,"75949, 51293, 3261",right,optic_lobe,visual_projection,NA,visual,LC12,LC12,NA,NA,right visual
720575941519182552,5.815179916013224,-15.320670851251437,77055425283311433,"146154, 51010, 4452",left,central_brain,central_brain_intrinsic,MBp,NA,KCab,auto:KCab,NA,NA,left olfactory
720575941519182764,1.962852688420756,-1.6110900721758137,75859156431351179,"112475, 50462, 3828",right,central_brain,central_brain_intrinsic,PSp3,NA,PS183,PS183,NA,NA,inferior brain
720575941519182958,3.075616450894816,6.62909578464334,73888968429043412,"53322, 54052, 1414",right,optic_lobe,visual_projection,NA,NA,LLPC1,LLPC1,NA,NA,right visual
720575941519184812,3.8626049476752113,-0.8612728200166951,74943538190237132,"85979, 26078, 4031",right,central_brain,central_brain_intrinsic,putative_primary,NA,CL030,CL030,NA,NA,superior brain
720575941519185836,5.36664971886967,-5.334717043420627,78039694348792681,"174165, 22754, 4535",left,central_brain,central_brain_intrinsic,SLPal2,NA,SLP036,SLP036,NA,NA,superior brain
720575941519186348,9.427041621793252,3.0428028025418987,74451506870786476,"69776, 42080, 4427",right,central_brain,central_brain_intrinsic,LHp1,NA,CB2692,CB2692,NA,NA,right olfactory
720575941519189464,7.033408732999309,-2.85465288974936,75999343761126167,"116096,34472,2253",right,central_brain,central_brain_intrinsic,SMPpv2_dorsal,NA,CB4242,CB4242,NA,NA,superior brain
720575941519189676,5.932868095029339,-8.639842756769017,78180363117705510,"179424, 21584, 4522",left,central_brain,central_brain_intrinsic,VLPl4_dorsal,NA,CB2750,CB2750,NA,NA,left olfactory
720575941519191468,-2.3127817195763756,-4.163686522027802,76843700508259444,"140361, 31314, 4154",left,central_brain,central_brain_intrinsic,putative_primary,NA,AVLP520,AVLP520,NA,NA,lateral brain
720575941519192748,-3.735593466173665,-4.11429906704123,77265912503556404,"152207, 31918, 2363",left,central_brain,central_brain_intrinsic,LALv1_ventral,NA,AVLP455,AVLP455,NA,NA,lateral brain
720575941519192792,-11.675214199434773,10.919300309637237,76216085862623379,"122617, 201384, 5382",left,ventral_nerve_cord,ascending,19B,NA,AN19B079,NA,AN19B079,flight steering 2,dorsal VNC
720575941519195864,0.7695892768988443,-2.308890827676607,77547868651184953,"160414, 45510, 3004",left,central_brain,central_brain_intrinsic,SLPa&l1_lateral,NA,WED040,WED040,NA,NA,posterior brain
720575941519201452,2.8798461872229404,-2.294734247705295,77125724838353494,"148288, 47473, 2696",left,central_brain,central_brain_intrinsic,VLPp&l1_posterior,NA,LAL142,LAL142,NA,NA,inferior brain
720575941519202732,10.078074069608196,2.8007898249418006,75365612746351368,"98245, 21800, 2137",right,central_brain,central_brain_intrinsic,ALl1_dorsal,NA,lLN2F_a,lLN2F_a,NA,NA,right olfactory
720575941519203251,14.914501758206828,8.255460969427276,75366506703644908,"97559, 49147, 4491",right,central_brain,central_brain_intrinsic,MBp,NA,KCab,KCapbp-m,NA,NA,right olfactory
720575941519207384,-11.038765339266316,0.6481687941343057,75794423019724280,"108951, 218831, 5086",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX219,NA,INXXX219,NA,leg VNC
720575941519210968,-4.0195542854180495,9.663117639043975,76075554465663038,"117842, 207052, 5161",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,12A,NA,IN12A026,NA,IN12A026,NA,abdominal VNC
720575941519214764,-5.961425213228718,-9.117929228326632,77970218554884796,"172395, 50388, 2895",left,optic_lobe,visual_projection,VPNp2,visual,LC18,LC18,NA,NA,left visual
720575941519224280,-10.498142628084675,-0.18744988062079063,76848235994031822,"139912, 167872, 4268",left,ventral_nerve_cord,NA,NA,NA,INXXX860_f,NA,NA,NA,leg VNC
720575941519225560,-12.122360615145222,3.664070359686064,77199530025757835,"150337, 151413, 4366",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,20A.22A,NA,IN20A.22A024,NA,IN20A.22A024,NA,leg VNC
720575941519230168,-10.0690435451379,9.35615753314798,76073905198261721,"117760, 158048, 5164",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03B,NA,IN03B043,NA,IN03B043,NA,dorsal VNC
720575941519234008,-4.198412327181355,10.82494854114358,75161929022836219,"90735, 241824, 5300",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX963_f,NA,INXXX287,NA,abdominal VNC
720575941519234520,-3.947916893373983,9.729956857183623,75794904324410797,"108722, 233304, 6078",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX231,NA,INXXX231,NA,abdominal VNC
720575941519235800,-12.50480118216182,-0.2653093419283163,75583660250053824,"102462, 229078, 4457",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,20A.22A,NA,IN20A.22A086,NA,IN20A.22A086,NA,leg VNC
720575941519241176,-7.7360724490990815,2.2664754309446082,75930968083031007,"114617, 92500, 3012",left,central_brain,descending,MD3,NA,DNge040,DNge040,DNxl111,walking steering,leg VNC
720575941519246552,-11.989694027315634,4.824643365362333,75862935867693951,"112285, 163075, 3089",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03A,tactile,IN03A024,NA,IN03A024,NA,leg VNC
720575941519249624,-11.080847172152058,-0.14282534339125263,76427398186651730,"128878, 208700, 5208",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,17A,NA,IN17A028,NA,IN17A028,NA,leg VNC
720575941519259352,-12.284702686678424,0.06419309347276583,75793117081032548,"110477, 179918, 3998",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,01A,NA,IN01A009,NA,IN01A009,NA,leg VNC
720575941519263192,-7.4774259609093825,0.7262408652097453,76426367058955065,"128454, 176600, 3909",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,00A,NA,IN00A031,NA,IN00A031,NA,leg VNC
720575941519263598,4.067863078702432,4.958365193823029,74662612767895003,"77611, 42805, 3213",right,optic_lobe,visual_projection,NA,visual,LC20a,LC20a,NA,NA,right visual
720575941519264216,-3.976170687090414,12.265427819708039,75302735096502429,"96090, 245213, 4820",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX966_f,NA,auto:INXXX303,NA,abdominal VNC
720575941519273944,-10.239989666353718,9.169082871893096,76144686259777571,"119786, 170832, 5346",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,11B,NA,IN11B014,NA,IN11B014,NA,dorsal VNC
720575941519274968,-1.4682483953347374,-0.3028688810079824,75934748324881434,"113732, 205212, 5396",right,central_brain,descending,PSp2,steering,DNp17,DNp17,DNxn128,head orienting,dorsal VNC
720575941519277784,-11.240230945955767,4.6702864088804,76214504509361283,"121475, 154121, 2329",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03A,NA,IN03A040,NA,IN03A040,NA,leg VNC
720575941519278040,-7.001808552156941,0.5083206512719859,76427260680927417,"127754, 203505, 5067",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,08B,NA,IN08B082,NA,IN08B082,NA,dorsal VNC
720575941519279064,-8.715073017488972,4.1011779227048635,76146267142625299,"120667, 217872, 6403",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,19A,NA,IN19A006,NA,IN19A006,NA,leg VNC
720575941519283416,-10.974562076937218,3.2377047457486867,77199529623558240,"149803, 150248, 3000",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,01B,NA,IN01B008,NA,IN01B008,NA,leg VNC
720575941519283672,-10.587915806185263,8.817109338262725,76426986071162849,"128551,196381,5974",left,ventral_nerve_cord,NA,NA,NA,NA,NA,NA,NA,dorsal VNC
720575941519288755,3.0223954635748687,6.464580289343045,74311250083512961,"66172, 57169, 3263",right,optic_lobe,visual_projection,NA,NA,LLPC2,LLPC2,NA,NA,right visual
720575941519288792,-8.584950832735553,-1.94836331226523,75793804678203586,"109515, 200048, 5425",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,03B,NA,IN03B056,NA,IN03B056,NA,dorsal VNC
720575941519289304,-4.065358070742147,11.950749627569367,75161929157008289,"91523, 241992, 5795",right,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX403,NA,INXXX403,NA,abdominal VNC
720575941519293619,14.038691135037881,-5.303384550592256,76069506883648497,"117746, 27606, 4262",right,central_brain,central_brain_intrinsic,DM4_CX_d3,NA,PFGs,PFGs,NA,NA,central complex related
720575941519295960,-11.398302463900103,-0.3936346850603353,76287622636858386,"124203, 236951, 4755",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,01B,tactile,IN01B042,NA,IN01B042,NA,leg VNC
720575941519301804,-2.802582172762411,-8.529971846124482,77688537285165846,"164389, 43569, 2305",left,optic_lobe,visual_projection,NA,visual,LC25,LC25,NA,NA,left visual
720575941519304876,5.10581693230961,-4.882930525323701,77407062913216146,"157520, 44249, 4837",left,central_brain,central_brain_intrinsic,SLPp&v1_posterior,NA,CB1511,CB1511,NA,NA,superior brain
720575941519327086,10.09917029916142,2.815932980993437,75787825345602942,"109153, 22357, 2633",right,central_brain,central_brain_intrinsic,ALl1_dorsal,NA,lLN1_bc,lLN1_bc,NA,NA,right olfactory
720575941519327192,-1.8467426580300499,5.406895390966581,75717868717139886,"108339, 34018, 1933",left,central_brain,central_brain_intrinsic,CREa1_ventral,NA,mAL4,mAL4,NA,NA,flange median bundle
720575941519334572,5.803136916745645,-4.988210924646212,77617825548182413,"161900, 32811, 4777",left,central_brain,central_brain_intrinsic,SLPal3_and_SLPal4_dorsal,NA,CB1152,CB1152,NA,NA,superior brain
720575941519336814,4.8251877742895894,-3.594572313806368,76984575704303136,"144946, 36785, 5291",left,central_brain,central_brain_intrinsic,CLp1,NA,SMP426,SMP426,NA,NA,superior brain
720575941519337326,6.013241859067422,-7.774345167657686,77547594444118018,"160106, 38030, 5484",left,central_brain,central_brain_intrinsic,SLPav2,NA,LHAV5e1,LHAV5e1,NA,NA,left olfactory
720575941519345624,13.9664960819373,-4.253519781610324,76914138240267455,"141850, 34691, 5164",left,central_brain,central_brain_intrinsic,DL1_dorsal,NA,FB1E_a,FB1E,NA,NA,central complex related
720575941519350744,7.451061339963419,-0.243421532890154,74380382077947643,"68800, 19088, 3845",right,central_brain,central_brain_intrinsic,SLPal5,NA,CB1365,CB1365,NA,NA,superior brain
720575941519353560,2.7999611812720135,5.849807492712189,73677725227276331,"48841, 51034, 3185",right,optic_lobe,visual_projection,NA,NA,LPC2,LPC2,NA,NA,right visual
720575941519354478,9.026669116605268,2.450523845174956,74591694536559535,"75088, 25946, 4315",right,central_brain,central_brain_intrinsic,LHl2_dorsal,NA,LHAD1b4,LHAD1b4,NA,NA,right olfactory
720575941519354990,5.713408084500774,-6.6534936509340525,77547388084322683,"160776, 32042, 4706",left,central_brain,central_brain_intrinsic,SLPal2,NA,CB2797,CB2797,NA,NA,left olfactory
720575941519356270,10.25311336099003,3.0271041312009572,75296000520722424,"95622, 43112, 4569",right,central_brain,central_brain_intrinsic,MBp,NA,KCa'b',KCapbp-ap1,NA,NA,right olfactory
720575941519359192,12.580097766507611,-7.051411398431612,76703375269995895,"135661, 43407, 4029",left,central_brain,central_brain_intrinsic,DM4_CX_d2,NA,PFL2,PFL2,NA,NA,central complex related
720575941519368627,9.087246509183394,2.6298687376767864,75014456891296995,"86886, 42457, 4699",right,central_brain,central_brain_intrinsic,DL2_dorsal,NA,CB2910,CB2910,NA,NA,right olfactory
720575941519369070,5.453737826932413,2.2637653269559612,73255443841172956,"35923, 48504, 2339",right,optic_lobe,visual_projection,NA,visual,MeTu2a,MeTu2a,NA,NA,inferior brain
720575941519387308,5.857254119504435,-7.842263945123508,77758562902524007,"166050, 33427, 4333",left,central_brain,central_brain_intrinsic,LHa2,NA,CB1113,CB1113,NA,NA,left olfactory
720575941519389356,2.898554416287882,-3.834877022287203,77547868785507547,"161637, 45451, 3566",left,central_brain,central_brain_intrinsic,VPNp&v1_posterior,NA,CB3654,CB3654,NA,NA,inferior brain
720575941519389806,-11.6881727260461,10.709866754034207,76426985869795603,"127166, 196452, 5192",right,ventral_nerve_cord,ascending,06B,NA,AN06B014,NA,AN06B014,flight power,dorsal VNC
720575941519392728,6.907403083432659,-1.7265250764101276,74802938409162396,"80842, 29254, 5002",right,central_brain,central_brain_intrinsic,SLPal5,NA,CB1365,CB1365,NA,NA,superior brain
720575941519394158,-11.456363109957234,0.08981639637951745,76358060302191370,"125121, 237658, 5622",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,19A,NA,IN19A060,NA,IN19A060,NA,leg VNC
720575941519396974,-3.8711029571404625,9.99401878497903,75654373128273041,"105304, 238132, 6428",left,ventral_nerve_cord,ventral_nerve_cord_intrinsic,NA,NA,INXXX400,NA,INXXX400,NA,abdominal VNC
720575941519401911,1.407019229520304,-1.643959291955782,76703581427846459,"136950, 50951, 3840",left,central_brain,central_brain_intrinsic,putative_primary,NA,PS159,PS159,NA,NA,inferior brain
720575941519401944,13.324789615262496,7.194691888311551,75436806795329356,"99817, 46819, 4694",right,central_brain,central_brain_intrinsic,MBp,NA,KCg-m,KCg-m,NA,NA,right olfactory
720575941519402456,-3.4457289260735675,-6.950858362695528,77758699938494513,"166941, 37546, 2668",left,central_brain,central_brain_intrinsic,putative_primary,NA,PVLP135,PVLP135,NA,NA,left visual
