id,UMAP1,UMAP2,supervoxel_id,position,side,region,super_class,hemilineage,cell_function,nerve,cell_type,fafb_cell_type,manc_cell_type,super_cluster,cns_network
720575941457973407,14.133432258223792,-33.71234760393042,76212442992765265,"122484, 92500, 2809",right,ventral_nerve_cord,ascending,06B,NA,NA,AN06B051,SA_DMT_DMetaN_5,AN06B051,flight steering 2,dorsal VNC
720575941458140115,-6.409970890427337,-32.34714374650854,76847617048941238,"140294, 148256, 2473",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B071,AN_GNG_172,AN07B071,head orienting,dorsal VNC
720575941458203859,-3.9835313667304377,-30.908835030688227,76282811736792163,"124712, 92500, 2810",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B071,AN_GNG_142,AN07B071,head orienting,dorsal VNC
720575941458263024,-5.188142429733976,-30.15697345842261,76355173613983679,"126543, 153009, 3677",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B082,AN_GNG_15,AN07B082,head orienting,dorsal VNC
720575941458374637,-3.9023491252906166,7.1421240795717775,76287485130629113,"124121, 232972, 4515",left,ventral_nerve_cord,sensory,NA,NA,NA,SNxxx,NA,auto:AN08B012,NA,NA
720575941458439123,5.670013297652497,-29.77762851823706,76214505113496930,"121420, 155591, 4672",right,ventral_nerve_cord,ascending,06A,NA,NA,AN06A092,NA,AN06A092,flight steering 2,dorsal VNC
720575941458473965,-3.206314455414519,-16.180632210864005,76636511151753417,"134993, 149133, 3675",left,central_brain,descending,putative_primary,NA,NA,DNp41,DNp41,DNp41,walking,dorsal VNC
720575941458500563,-23.199149261856782,7.9331969250307655,76495979687673895,"130937, 153756, 3186",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B113,NA,AN08B113,visceral control,flange median bundle
720575941458782704,-6.774923931503996,15.974563025342045,76142074314986527,"119903, 92500, 2818",right,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX084,AN_GNG_191,ANXXX084,postural control,abdominal VNC
720575941458803952,-18.914099823380216,16.93054332624536,76355654381924543,"126244, 166498, 2742",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B006,AN_multi_87,AN05B006,threat response,leg VNC
720575941458853702,-7.039785038376555,25.590861700879156,76212442992103639,"121797, 92500, 2575",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B062,AN_AVLP_GNG_23,AN05B062,postural control,leg VNC
720575941458969414,3.269236672972934,-37.851080514086654,76356617125803407,"125862, 194721, 5262",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B085,SA_DMT_DMetaN_8,AN07B085,head orienting,dorsal VNC
720575941458999711,-9.866834770584807,14.849117659436283,76215535771527515,"121529, 185982, 4193",right,ventral_nerve_cord,ascending,17B,NA,NA,AN17B007,AN_AVLP_GNG_3,AN17B007,taste-touch,lateral brain
720575941459093459,-17.629687439347013,12.965990446911867,76212442992715434,"121043, 92500, 2791",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B110,AN_GNG_184,AN08B110,threat response,leg VNC
720575941459099844,8.263597358321446,-35.967726327074956,76356617125578370,"125234, 195443, 5193",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B085,NA,AN07B085,head orienting,dorsal VNC
720575941459103391,-21.33591951026986,-14.76982078660864,76562912256678753,"131669, 51324, 2396",left,central_brain,descending,MD3,landing,NA,DNg79,DNg79,DNg79,flight steering 1,dorsal VNC
720575941459157151,-3.2692738880164476,-33.569716073168706,76282811736731002,"124706, 92500, 2792",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B091,AN_GNG_142,AN07B091,head orienting,dorsal VNC
720575941459354512,3.184405912017122,19.58245029340845,76142074247945259,"120809, 92500, 2583",left,ventral_nerve_cord,ascending,09B,NA,NA,AN09B042,LgAG1,AN09B042,feeding,abdominal VNC
720575941459415878,-13.6493111957557,17.966241263257082,76562500208277562,"133047, 39043, 3460",left,central_brain,descending,DM6_central1__prim,NA,NA,DNp36,DNp36,pIP9,postural control,lateral brain
720575941459479696,-1.3846984614379254,31.24317111860376,76636923334797313,"133738, 160657, 3294",left,ventral_nerve_cord,ascending,05B,NA,NA,AN05B083,AN_GNG_190,auto:AN07B018,taste-touch,leg VNC
720575941459752176,1.132385839080111,-1.975141383303587,76282811736596943,"124611, 92500, 2742",left,central_brain,descending,LB3__prim,NA,NA,DNge043,DNge043,DNg37,head orienting,posterior brain
720575941459823519,3.213663447951571,56.79272212873561,76281643170300846,"124662, 58385, 1512",right,central_brain,descending,MX3,NA,NA,DNge104,DNge104,DNxl132,tactile,leg VNC
720575941459850707,32.39740263328482,-12.846458054675049,76496185778696570,"130350, 160210, 2832",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B053,AN_AVLP_53,AN10B053,vibratory,lateral brain
720575941459870278,-27.449832092667318,-19.999279595507563,76282811803893191,"124471, 92500, 3001",right,ventral_nerve_cord,ascending,06B,NA,NA,AN06B023,AN_IPS_GNG_1,AN06B023,flight power,dorsal VNC
720575941459896390,2.336271632766023,29.70877590070825,76212442924885265,"122508, 92500, 2548",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B045,AN_GNG_196,AN05B045,reproduction,leg VNC
720575941459926342,4.049811233138338,-39.7215829860105,75934060929173761,"113386, 185989, 4782",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B056,NA,AN07B056,head orienting,dorsal VNC
720575941459936070,-6.160464416886075,23.68117275129419,76636785828753892,"133908, 155920, 3057",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B018,AN_AVLP_1,AN07B018,taste-touch,lateral brain
720575941460006128,-3.7422298301703782,3.6374994743929467,76424854895229778,"128650, 132340, 2760",left,central_brain,descending,SMPpv1,reproduction,NA,oviDNb,oviDNb,auto:ANXXX116,reproduction,abdominal VNC
720575941460027807,-20.401156555557947,-13.845101929797117,77125999514880002,"148959, 56526, 1925",left,central_brain,descending,LB12,NA,NA,DNg92_b,DNg92_b,DNg92,flight power,posterior brain
720575941460087251,1.3167499195091878,-39.81075534929175,75930968082712471,"114221, 92500, 2899",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B072,NA,AN07B072,head orienting,dorsal VNC
720575941460102340,30.756682265853183,-16.51315555681128,74662268767972851,"76560, 32192, 1710",left,ventral_nerve_cord,ascending,08B,nociception,NA,AN08B018,AN_AVLP_36,AN08B018,vibratory,lateral brain
720575941460102384,-21.466792236710283,15.148820303784422,76212442992471333,"121903, 92500, 2705",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B015,AN_GNG_186,AN08B015,postural control,leg VNC
720575941460227824,-8.530327450180751,3.722653769360598,76071705571555484,"116862, 92500, 3060",left,ventral_nerve_cord,ascending,18B,NA,NA,AN18B999,auto:SA_DMT_DMetaN_12,AN18B032,postural control,leg VNC
720575941460274116,30.91458021507193,2.8310927380190445,76212442992556185,"122158, 92500, 2733",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B060,NA,AN10B060,proprioceptive,leg VNC
720575941460298707,31.904871810530917,3.275810622082765,76146197953940505,"120669, 216712, 4783",left,ventral_nerve_cord,ascending,10B,NA,NA,AN10B045,AN_GNG_165,AN10B045,proprioceptive,leg VNC
720575941460373232,-18.41461862220834,-12.065862275256103,76704062195857780,"135856, 64022, 2838",left,central_brain,descending,LB12,NA,NA,DNg06,DNg06,DNg06,flight power,dorsal VNC
720575941460458399,-4.59713781967233,22.688809775219973,76286522990812204,"122933, 204611, 4212",right,ventral_nerve_cord,ascending,09B,nociception,NA,AN09B004,AN_AVLP_PVLP_6,AN09B004,taste-touch,leg VNC
720575941460701965,15.56478582725455,-37.5064493190183,76212443059494471,"122222, 92500, 2921",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B100,NA,AN19B100,flight steering 2,dorsal VNC
720575941460714180,-23.253081451798188,28.89607372175318,76355654650667130,"125175, 166319, 3789",left,ventral_nerve_cord,ascending,10B,NA,NA,AN10B046,AN_GNG_165,AN10B046,proprioceptive,leg VNC
720575941460757715,3.7864211688988365,-18.3428865443601,76001336826912277,"115953, 92500, 2899",right,central_brain,descending,PSp2,NA,NA,DNpe011,DNpe011,DNxn112,flight power,dorsal VNC
720575941460850957,32.39106642112661,-13.50980625261206,76212442992329724,"122702, 92500, 2653",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B053,AN_AVLP_53,AN10B053,vibratory,lateral brain
720575941460902157,-14.952038895035493,-21.577587700976316,75648255954206677,"105054, 56981, 2148",right,central_brain,descending,LB7,flight,NA,DNg07,DNg07,DNg07,flight power,dorsal VNC
720575941460972301,7.032280315017,-35.1724878322019,76847686170874150,"140010, 151002, 3935",left,ventral_nerve_cord,ascending,16B,NA,NA,AN16B116,NA,auto:AN16B078,flight steering 2,dorsal VNC
720575941461092036,-7.6617328037268955,17.860021017895754,76777729609179903,"139187, 162369, 3363",left,ventral_nerve_cord,ascending,05B,NA,NA,AN05B097,AN_multi_86,AN05B097,walking,leg VNC
720575941461234131,10.598620284652009,11.275500677929937,75442716468679530,"98749, 222897, 3939",right,ventral_nerve_cord,ascending,08B,puff,NA,AN08B022,AN_multi_45,AN08B022,walking,leg VNC
720575941461310096,-11.90596307411264,-39.90801487077612,76004498459703540,"115876, 186747, 4934",right,ventral_nerve_cord,ascending,02A,NA,NA,AN02A022,AN_IPS_GNG_2,AN02A022,head orienting,dorsal VNC
720575941461320644,-13.821004997635587,-42.81104908098119,76633349988934342,"133836, 54258, 3504",left,central_brain,descending,PSp2,NA,NA,DNpe054,DNpe054,DNut042,head orienting,dorsal VNC
720575941461347027,4.211572993850009,21.752553366528566,76351805756231673,"126177, 52520, 1535",right,central_brain,descending,MX12__prim,NA,NA,DNg68,DNg68,DNg68,feeding,abdominal VNC
720575941461352659,8.62358366355826,-22.11191043962378,76212443059076095,"122533, 92500, 2817",right,central_brain,descending,LB7,NA,NA,DNge094,DNge094,DNxn144,flight power,posterior brain
720575941461356243,-8.831594597244965,10.670073889599854,76426091979905496,"128013, 168382, 3191",right,ventral_nerve_cord,ascending,09B,NA,NA,AN09B002,AN_AVLP_22,AN09B002,reproduction,right visual
720575941461378374,-1.2603992332465495,23.311847113476816,76075829142255356,"117625, 216105, 4388",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B023,AN_GNG_192,AN05B023,taste-touch,leg VNC
720575941461407955,-17.078227173233724,16.824983023510992,76212442992654323,"122452, 92500, 2772",right,central_brain,descending,putative_primary,NA,NA,DNge119,DNge119,DNxn157,threat response,leg VNC
720575941461518035,-6.828827511215908,22.06778468977075,76075416825889149,"118285, 203093, 4569",left,ventral_nerve_cord,ascending,09B,NA,NA,AN09B027,AN_AVLP_16,AN09B027,taste-touch,lateral brain
720575941461560720,2.3713191638939533,-30.983732796801505,76001817930146565,"115734, 106527, 3084",left,ventral_nerve_cord,ascending,06A,NA,NA,AN06A092,SA_DMT_DMetaN_6,AN06A092,flight steering 2,dorsal VNC
720575941461742035,15.48372923240592,-11.266398049487059,76212442992665766,"121084, 92500, 2772",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B096,AN_GNG_184,AN08B096,threat response,leg VNC
720575941461833924,-7.717195640946135,28.005134009228758,76706948346913909,"135506, 151170, 2638",left,ventral_nerve_cord,ascending,17A,NA,NA,AN17A050,AN_VES_GNG_5,AN17A050,walking,leg VNC
720575941461875908,-1.0985833515174235,-0.9301051865949077,76070743297521759,"118379, 64553, 2282",left,central_brain,descending,SMPpv2_dorsal,NA,NA,DNpe045,DNpe045,DNxn161,walking,leg VNC
720575941461958340,1.8870326171868002,-25.095453835619868,76285835863593107,"123942, 184023, 4549",left,ventral_nerve_cord,ascending,19B,NA,NA,AN19B025,AN_GNG_4,AN19B025,head orienting,dorsal VNC
720575941462261188,15.270452369307772,-0.34949348081487835,76492474591528505,"130084, 50248, 1572",left,central_brain,descending,putative_primary,NA,NA,DNg35,DNg35,DNg35,walking steering,leg VNC
720575941462375876,-8.068877350235685,31.438924216137934,76212442992215732,"121283, 92500, 2617",right,ventral_nerve_cord,ascending,09B,NA,NA,AN09B035,AN_GNG_168,AN09B035,taste-touch,leg VNC
720575941462378692,-10.21346009864877,7.041785620556887,76071705571006517,"118704, 92500, 2868",left,central_brain,descending,SMPpv1,NA,NA,DNpe044,DNpe044,oviDN,reproduction,abdominal VNC
720575941462512851,-20.357991348648778,-8.960143662585205,76422174969866139,"128770, 51506, 3247",left,central_brain,descending,LB12,flight,NA,DNg02_d,DNg02_d,DNg02,flight power,posterior brain
720575941462606547,30.687739242171535,20.477561377392824,76492543109631341,"129499, 52578, 806",left,central_brain,descending,MX12,grooming,NA,DNge019,DNge019,DNg12,grooming,leg VNC
720575941462828996,15.031551231002108,-32.66480503190894,76567104748567082,"131997, 177040, 4652",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B046,AN_GNG_42,AN07B046,flight steering 2,dorsal VNC
720575941462868749,32.755869735335594,-8.38586197008032,76637335919645401,"134782, 173002, 4156",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B053,NA,AN10B053,vibratory,lateral brain
720575941463078800,11.417499412154452,-31.306185341967527,75930074595714322,"113679, 67341, 2525",left,central_brain,descending,LB6,NA,NA,DNg18_b,DNg18_b,NA,flight steering 2,dorsal VNC
720575941463134477,16.253462661360988,-12.146021462572993,76707017200792914,"136199, 152835, 3208",left,ventral_nerve_cord,ascending,08B,NA,NA,AN08B097,AN_GNG_90,AN08B097,threat response,leg VNC
720575941463642256,-3.2988382686621995,28.91348781477075,75513704023612440,"101043, 239986, 5125",right,ventral_nerve_cord,ascending,09B,NA,NA,AN09B023,AN_multi_61,AN09B023,taste-touch,abdominal VNC
720575941463736464,-24.092316757584314,15.071178816662844,76142074315296324,"120527, 92500, 2910",right,ventral_nerve_cord,ascending,18B,NA,NA,AN18B053,NA,AN18B053,postural control,leg VNC
720575941463745936,-8.694314133072597,10.501632117138922,75084756379049577,"88836, 39192, 2613",left,ventral_nerve_cord,ascending,09B,NA,NA,AN09B012,AN_AVLP_PVLP_8,AN09B012,reproduction,right visual
720575941463764368,-4.262081037903531,23.407348059521723,76777729408026175,"137583, 162406, 2667",right,ventral_nerve_cord,ascending,09B,NA,NA,AN09B001,AN_AVLP_20,AN09B001,taste-touch,lateral brain
720575941463843597,-14.874535690689788,20.041127585278566,76351874609438144,"126556, 54796, 1916",left,central_brain,descending,putative_primary,NA,NA,DNp45,DNp45,DNp45,threat response,leg VNC
720575941463893078,4.554558147048248,-29.571955300463625,76212443059483128,"122757, 92500, 2920",right,ventral_nerve_cord,ascending,06A,NA,NA,AN06A092,NA,AN06A092,flight steering 2,dorsal VNC
720575941464121232,6.637785781478182,-31.713457680834715,76284873589540500,"124110, 154971, 3769",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B037,AN_IPS_LAL_1,AN07B037,flight power,dorsal VNC
720575941464246285,-2.849882255936369,5.544201754437502,76212442992062126,"121997,92500,2563",left,ventral_nerve_cord,ascending,NA,NA,NA,AN_GNG_1,AN_GNG_1,NA,reproduction,leg VNC
720575941464350989,0.12218694791723841,19.080487631665278,76070674443432222,"117143, 62409, 1623",left,ventral_nerve_cord,ascending,09B,nociception,NA,AN09B018_c,AN_GNG_71,AN09B018,feeding,flange median bundle
720575941464369421,27.30715452537467,-17.090733147753657,76075416825947456,"118520, 203309, 4579",left,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX174,AN_AVLP_2,ANXXX174,vibratory,lateral brain
720575941464753430,12.955660689925452,-1.790430165423338,76212442992747734,"121969, 92500, 2804",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B013,AN_GNG_158,AN07B013,walking,leg VNC
720575941464898326,4.308581222152009,-39.587271309985105,76353180547816270,"125136, 92500, 2903",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B056,auto:SA_DMT_DMetaN_8,AN07B056,head orienting,dorsal VNC
720575941465729878,13.183085311507481,-2.697354413165037,76636786096766260,"133461, 156797, 3934",right,ventral_nerve_cord,ascending,06B,NA,NA,AN06B026,AN_multi_40,AN06B026,walking steering,leg VNC
720575941465737814,30.79397474632193,17.480510138379145,76353180547854839,"126114, 92500, 2921",left,central_brain,descending,MX12,NA,NA,DNg12_a,DNg12_a,DNfl044,head orienting,leg VNC
720575941466022422,-4.555218826676114,0.9674201239214495,76071705504355822,"118433, 92500, 2785",left,ventral_nerve_cord,ascending,18B,NA,NA,AN18B019,AN_GNG_WED_3,AN18B019,postural control,leg VNC
720575941466318870,30.64391218528678,-18.412975884570066,76142074248117611,"119926, 92500, 2640",left,ventral_nerve_cord,ascending,NA,NA,NA,ANXXX098,AN_AVLP_24,ANXXX098,vibratory,lateral brain
720575941466431766,3.4345019947044997,-28.383141137255613,76495980090189512,"129273, 155210, 4660",left,ventral_nerve_cord,ascending,06A,NA,NA,AN06A062,SA_DMT_DMetaN_8,AN06A062,flight steering 2,dorsal VNC
720575941466724118,8.88715158805777,-34.9056993495359,76004979496562498,"114728, 201532, 5107",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B089,NA,AN07B089,flight steering 2,dorsal VNC
720575941466965725,30.50066458091666,21.04633464704614,76703443050027983,"137122, 46504, 511",left,central_brain,descending,MX12,grooming,NA,DNge024,DNge024,DNg12,grooming,leg VNC
720575941467254237,2.8597482334129958,-33.650221444262435,76144136369189410,"119966, 154911, 4622",right,ventral_nerve_cord,ascending,06A,NA,NA,AN06A112,NA,AN06A112,head orienting,dorsal VNC
720575941467350237,-21.726163040543295,-14.509771920336668,76282811736753756,"123253, 92500, 2800",right,central_brain,descending,MD3,landing,NA,DNg79,DNg79,DNg79,flight steering 1,dorsal VNC
720575941467453462,9.823325980757968,2.10211684595209,76777248506323785,"138132, 149268, 3316",left,central_brain,descending,putative_primary,NA,NA,DNge065,DNge065,DNfl038,walking,leg VNC
720575941467559702,-18.508818756485688,-12.23192272294897,75718830991285596,"107543, 63319, 2756",right,central_brain,descending,LB12,NA,NA,DNg06,DNg06,DNg06,flight power,dorsal VNC
720575941467587606,-6.944343696976408,-3.912753201617185,76281025231253492,"123981, 40425, 3347",left,central_brain,descending,putative_primary,NA,NA,DNpe032,DNpe032,DNxn175,walking,dorsal VNC
720575941467636246,1.0545920024864828,2.681899927960451,76353180480600114,"126370, 92500, 2786",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B051,NA,AN19B051,postural control,leg VNC
720575941467856726,-2.188028465653166,1.5603472221956807,75717800467654323,"106595, 32174, 3820",right,central_brain,descending,WEDd1,NA,NA,DNa14,DNa14,DNa14,postural control,leg VNC
720575941468130134,3.4062245975487384,29.660972021924074,76356204406170099,"124947, 182279, 3685",left,ventral_nerve_cord,ascending,05B,NA,NA,AN05B036,NA,AN05B036,reproduction,leg VNC
720575941468215517,5.997724879836335,6.4279350269899895,77128817483374009,"148788, 140864, 3780",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B009,NA,AN19B009,walking,leg VNC
720575941468218589,32.60739027366567,-18.28667125810522,76567104547523103,"131893, 177192, 3994",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B020,AN_AVLP_45,AN10B020,vibratory,lateral brain
720575941468221149,20.049698699569,2.51743163953882,76352561938203096,"125080, 74040, 2359",right,ventral_nerve_cord,ascending,06B,NA,NA,AN06B068,NA,AN06B068,flight power,dorsal VNC
720575941468496093,7.535271514510408,-34.526129342211675,76636717578458003,"134949, 154241, 4630",left,ventral_nerve_cord,ascending,06A,NA,NA,AN06A080,NA,AN06A080,flight steering 2,dorsal VNC
720575941468787520,-1.8975050558097208,6.356472395764407,76003123466350091,"115662, 146907, 2686",right,central_brain,descending,NA,NA,NA,DNge061,DNge061,DNfl037,reproduction,leg VNC
720575941468805341,-13.866853844071134,16.46017207990747,76212443059925378,"121400, 92500, 3066",left,ventral_nerve_cord,ascending,19A,halting,NA,AN19A018_c,AN_GNG_52,AN19A018,threat response,abdominal VNC
720575941468862583,-16.38261521949838,-24.31144008745093,76633418372978639,"134195, 55725, 2249",left,central_brain,descending,LB7,NA,NA,DNge091,DNge091,DNxn117,flight power,dorsal VNC
720575941468982795,-15.559730659867036,-24.95001087297338,75718418070033182,"108455, 49531, 485",right,central_brain,descending,MX3,NA,NA,DNg106,DNg106,DNg106,flight power,dorsal VNC
720575941469018743,0.6303855072014485,6.299845122204838,76212442992561496,"121690, 92500, 2736",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B099,auto:AN_GNG_184,AN08B099,threat response,leg VNC
720575941469048695,32.31458937034536,-14.258067704333248,76285698156007419,"123683, 179063, 3460",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B048,AN_AVLP_53,AN10B048,vibratory,lateral brain
720575941469370688,3.324691642379061,-31.917593575610102,76282811803956907,"124198, 92500, 3021",right,central_brain,descending,LB6,reaching,NA,DNg10,DNg10,DNg10,head orienting,dorsal VNC
720575941469521216,-21.426304947281583,-4.178413964404051,76703993476418666,"136614, 62448, 2833",left,central_brain,descending,LB12,NA,NA,DNg03,DNg03,DNg03,reproduction,posterior brain
720575941469678557,-12.012234817887055,-20.845192528857176,75296137288309825,"95829, 47409, 1892",right,central_brain,descending,LB7,NA,NA,DNge113,DNge113,DNg09,flight power,posterior brain
720575941469716445,16.987105239485988,12.76236381422144,75648255752790145,"106084, 56366, 1343",left,central_brain,descending,putative_primary,NA,NA,DNg48,DNg48,DNg48,probing,leg VNC
720575941469757405,-16.632457863236176,-24.97413883317846,75648049728888985,"105268, 51133, 1973",right,central_brain,descending,MX3,NA,NA,DNg106,DNg106,DNg106,flight power,dorsal VNC
720575941469775069,-16.79053987159798,10.644970320569092,76492543311225256,"129850, 51590, 1656",left,central_brain,descending,putative_primary,NA,NA,DNg102,DNg102,DNxn181,visceral control,abdominal VNC
720575941469868765,24.527663100814124,-19.192669488085688,76355998247575350,"126302, 176915, 3623",left,ventral_nerve_cord,ascending,10B,NA,NA,AN10B027,AN_AVLP_34,AN10B027,vibratory,lateral brain
720575941470004445,29.365240920638335,23.987599753247313,76985261891965584,"143893, 56134, 1508",left,central_brain,descending,putative_primary,NA,NA,DNge027,DNge027,DNfl022,grooming,leg VNC
720575941470033117,9.401751388167636,0.5909257460699635,76703237428425018,"136766, 40150, 2503",left,central_brain,descending,putative_primary,NA,NA,DNbe003,DNbe003,DNxl095,walking,leg VNC
720575941470110327,-21.729458938980798,1.197109662400301,76284942174988997,"124813, 156647, 3320",left,ventral_nerve_cord,ascending,12B,NA,NA,AN12B060,AN_GNG_129,AN12B060,postural control,leg VNC
720575941470195723,8.563195098494784,-0.7614590894116802,75718212448617333,"107468, 44076, 2395",right,central_brain,descending,WEDd1,NA,NA,DNae008,DNae008,DNxl056,walking,leg VNC
720575941470236023,-11.781131874466643,5.825153731213626,75718075680945362,"106762, 40017, 5038",right,central_brain,descending,DM2_central,NA,NA,DNpe041,DNpe041,DNxl074,reproduction,superior brain
720575941470254400,-13.071249138260587,-2.4923711787595195,76212443059295890,"121582, 92500, 2855",left,central_brain,descending,WEDd1,NA,NA,DNa08,DNa08,DNa08,postural control,dorsal VNC
720575941470269248,11.188919890975253,-40.14789447893041,75930968082675421,"114469, 92500, 2887",right,ventral_nerve_cord,ascending,19B,NA,NA,AN19B065,NA,AN19B065,flight steering 2,dorsal VNC
720575941470533131,15.033730376815098,-0.8581543933286114,76212443126360002,"122396, 92500, 3083",right,central_brain,descending,MX3,NA,NA,DNg96,DNg96,DNg96,walking steering,leg VNC
720575941470575479,-14.772909294510587,-42.7072664271726,76562775153597574,"131873, 47817, 3823",left,central_brain,descending,PSp2,NA,NA,DNpe054,DNpe054,DNut046,head orienting,dorsal VNC
720575941470584128,7.7460545192711505,-33.65886173356909,76144205021863873,"119179, 157659, 4473",right,ventral_nerve_cord,ascending,06A,NA,NA,AN06A080,NA,AN06A080,flight steering 2,dorsal VNC
720575941470584695,7.3131002079003,-28.61280498613257,76070400102632901,"117754, 53531, 3778",right,central_brain,descending,putative_primary,NA,NA,DNp53,DNp53,DNp53,head orienting,dorsal VNC
720575941470600823,30.0945156703942,-19.18736705888648,76777729676699278,"138677, 162620, 3766",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B024,AN_AVLP_50,AN08B024,vibratory,lateral brain
720575941470647005,-52.48927034034799,7.011082075940188,76142074315459824,"119027, 92500, 2965",left,ventral_nerve_cord,ascending,27X,NA,NA,AN27X013,AN_multi_124,auto:AN27X017,visceral control,abdominal VNC
720575941470728256,2.615484107589021,-39.15492496599096,76286179595168882,"123974, 192700, 5059",left,ventral_nerve_cord,ascending,07B,NA,NA,AN07B072,NA,AN07B072,head orienting,dorsal VNC
720575941470799223,19.716847289656894,9.410870932446535,76142074248430616,"120593, 92500, 2757",right,ventral_nerve_cord,ascending,08B,NA,NA,AN08B102,AN_GNG_184,AN08B102,threat response,leg VNC
720575941470861120,12.965486396407387,5.545734309063967,76282811736411923,"124449, 92500, 2681",right,ventral_nerve_cord,ascending,12B,NA,NA,AN12B008,AN_GNG_155,AN12B008,probing,leg VNC
720575941470933824,3.2213638912193936,56.839497946606684,76492611963812552,"129711, 53610, 1495",left,central_brain,descending,LB7__prim,NA,NA,DNge133,DNge133,DNxn127,tactile,leg VNC
720575941471079264,30.848141540145168,-13.646922684801998,76282811736444249,"123226, 92500, 2690",right,ventral_nerve_cord,ascending,10B,NA,NA,AN10B019,AN_AVLP_GNG_21,AN10B019,vibratory,lateral brain
720575941471139191,-1.7099673856742226,4.349739931927736,75718212918519755,"107363, 44990, 4252",right,central_brain,descending,putative_primary,NA,NA,DNpe028,DNpe028,DNxn171,walking,leg VNC
720575941471240256,27.26810919151236,-17.84617099870581,76567173333923777,"131542, 179002, 4181",left,ventral_nerve_cord,ascending,08B,NA,NA,AN08B028,AN_AVLP_31,AN08B028,vibratory,lateral brain
720575941471266423,16.106913436507483,5.609447382794437,76493161920393854,"130613, 70301, 2065",right,central_brain,descending,putative_primary,NA,NA,DNge062,DNge062,DNxl079,probing,flange median bundle
720575941471297911,15.866453994368811,8.94655647169214,76773880714824886,"137758, 48490, 1172",left,central_brain,descending,putative_primary,NA,NA,DNge003,DNge003,DNxl109,probing,flange median bundle
720575941471346016,10.626338828658358,-34.72453556169409,76004979562819661,"114868, 201530, 5123",right,ventral_nerve_cord,ascending,07B,NA,NA,AN07B089,NA,AN07B089,flight steering 2,dorsal VNC
720575941471454583,14.617138732527987,5.494477652417237,75507380758351007,"102010, 52749, 1087",right,central_brain,descending,putative_primary,NA,NA,DNg38,DNg38,DNg38,walking,flange median bundle
720575941471537629,-16.87671769752572,18.596362494336184,75436737807523982,"100190, 44001, 3714",right,central_brain,descending,PSp3,NA,NA,DNp08,DNp08,DNp08,threat response,leg VNC
720575941471550475,-8.72774709358285,10.592597388135014,76848441951013229,"140334, 173783, 3463",left,ventral_nerve_cord,ascending,09B,NA,NA,AN09B002,NA,AN09B002,reproduction,right visual
720575941471627639,-20.722308288956384,-13.532085038317627,75648462314123075,"105679, 62436, 2969",right,central_brain,descending,LB12,NA,NA,DNg92_b,DNg92_b,DNg92,flight power,posterior brain
720575941471648631,4.902620185469883,57.19068660627465,76212442924886996,"121730, 92500, 2553",right,ventral_nerve_cord,ascending,05B,NA,NA,AN05B040,AN_GNG_153,AN05B040,tactile,leg VNC
720575941471698752,-7.797888885880217,-0.9347063075436993,76145854490676019,"120125, 205417, 5273",left,ventral_nerve_cord,ascending,19B,NA,NA,AN19B028,AN_multi_7,AN19B028,postural control,dorsal VNC
720575941471768843,1.7313359867088949,6.833874606000001,76562912591874230,"131369, 53177, 3595",left,central_brain,descending,putative_primary,NA,NA,DNpe028,DNpe028,DNxn169,walking,leg VNC
720575941471808375,-22.46762956276009,-17.4670549403562,75718556045902857,"107803, 54957, 2377",right,central_brain,descending,MD3,NA,NA,DNge107,DNge107,DNxn125,flight steering 1,dorsal VNC
