bodyid,post,pre,downstream,upstream,synweight,totalNtPredictions,predictedNt,voxels,class,entryNerve,name,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,ntUnknownProb,origin,location,locationType,predictedNtProb,prefix,rootSide,statusLabel,subclass,synonyms,systematicType,target,type,vfbId,modality,tag,cluster,subcluster,receptorType,status,celltypeTotalNtPredictions,celltypePredictedNt,group,somaSide,birthtime,hemilineage,serial,serialMotif,somaNeuromere,somaLocation,description,avgLocation,exitNerve,subclassabbr,transmission,tosomaLocation,longTract,rootLocation,source,soma
15775,1418,233,1426,1418,2844,233,gaba,585298020,intrinsic neuron,None,IN13A042_T3_R,0.014721202,0.7816137,0.20009676,0.003568316,LegNpT3_R,"27746,26238,7884",user,0.7800685,IR,NA,Roughly traced,IR,NA,IN13A042,LegNpT3_R,IN13A042,VFB_jrcv0c67,NA,NA,NA,NA,NA,Traced,1343,gaba,15775,RHS,secondary,13A,15775,independent leg,T3,"27560,24719,4373",19Aa in T3 RHS,"list(27664, 26292, 7884),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
15787,1210,572,3966,1210,5176,572,glutamate,954145380,intrinsic neuron,NA,IN21A024_T3_R,0.048315514,0.008384017,0.9404412,0.0028592676,LegNpT3_R,"24708,19484,3625",soma,0.9404412,IR,NA,Roughly traced,IR,NA,IN21A024,LegNpT3_R,IN21A024,VFB_jrcv0c6j,NA,NA,NA,NA,NA,Traced,3634,glutamate,15787,RHS,early secondary,21A,12501,independent leg,T3,"24708,19484,3625",NA,,NA,NA,NA,,NA,,NA,TRUE
15808,3878,723,4702,3878,8580,723,acetylcholine,1079946488,intrinsic neuron,NA,IN17A052_T3_R,0.8369821,0.06991658,0.08979097,0.0033103558,LegNpT3_R,"31797,20896,7947",soma,0.7670807,IR,NA,Roughly traced,IR,NA,IN17A052,LegNpT3_R,IN17A052,VFB_jrcv0c74,NA,NA,NA,15150,NA,Traced,8553,acetylcholine,15357,RHS,early secondary,17A,15150,independent leg,T3,"31797,20896,7947",T3/A1?,,NA,NA,NA,,NA,,NA,TRUE
15842,1233,233,1685,1233,2918,233,gaba,647321754,intrinsic neuron,None,IN12B030_T3_L,0.0073587154,0.9121848,0.078985386,0.0014711121,LegNpT3_R,"22889,19602,20639",user,0.9121848,CR,NA,Roughly traced,CR,NA,IN12B030,LegNpT3_R,IN12B030,VFB_jrcv0c82,NA,NA,NA,NA,NA,Traced,3563,gaba,15842,LHS,secondary,12B,15279,independent leg,T3,"23290,17120,13437",12B? in T3 LHS,"list(22864, 19582, 20639),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
15869,2431,517,3574,2431,6005,517,gaba,950004099,intrinsic neuron,None,IN03B042_T3_R,0.0043735453,0.9225872,0.07086497,0.002174267,LegNpT3_R,"26778,15930,16670",user,0.9225872,IR,NA,Roughly traced,IR,NA,IN03B042,LegNpT3_R,IN03B042,VFB_jrcv0c8t,NA,NA,NA,11129,NA,Traced,3674,gaba,15869,RHS,early secondary,03B,13635,independent leg,T3,"31210,16009,10618",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
15888,3110,437,2764,3110,5874,437,acetylcholine,923108651,intrinsic neuron,None,IN03A031_T3_R,0.7722026,0.04045406,0.18505841,0.0022849222,LegNpT3_R,"26450,16287,16670",user,0.7722026,IR,NA,Roughly traced,IR,NA,IN03A031,LegNpT3_R,IN03A031,VFB_jrcv0c9c,NA,NA,NA,13621,NA,Traced,3746,acetylcholine,13621,RHS,secondary,03A,NA,NA,T3,"30132,16479,7897",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
15933,2472,350,1939,2472,4411,350,gaba,950464802,intrinsic neuron,NA,IN13A040_T3_R,0.015776547,0.77182114,0.21065964,0.001742689,LegNpT3_R,"24646,25663,6164",soma,0.77182114,IR,NA,Roughly traced,IR,NA,IN13A040,LegNpT3_R,IN13A040,VFB_jrcv0cal,NA,NA,NA,NA,NA,Traced,2532,gaba,15933,RHS,early secondary,13A,NA,NA,T3,"24646,25663,6164",NA,,NA,NA,NA,,NA,,NA,TRUE
15955,3191,490,3269,3191,6460,490,gaba,889194361,intrinsic neuron,NA,IN13B026_T3_L,0.010721931,0.7888159,0.19658811,0.003874049,LegNpT3_R,"18080,25499,9097",soma,0.78615385,CR,NA,Roughly traced,CR,NA,IN13B026,LegNpT3_R,IN13B026,VFB_jrcv0cb7,proprioceptive_tactile,NA,NA,NA,NA,Traced,2830,gaba,15955,LHS,early secondary,13B,12077,independent leg,T3,"18080,25499,9097",NA,,NA,NA,NA,,NA,,NA,TRUE
15975,899,696,5088,899,5987,696,gaba,918205668,intrinsic neuron,None,IN13B031_T3_L,0.004395881,0.52981466,0.46296307,0.0028263724,LegNpT3_R,"22718,26766,13427",user,0.52981466,CR,NA,Roughly traced,CR,NA,IN13B031,LegNpT3_R,IN13B031,VFB_jrcv0cbr,NA,NA,NA,14563,NA,Traced,1259,glutamate,15975,LHS,early secondary,13B,NA,NA,T3,"20961,26619,14429",13B in T3 LHS,"list(22718, 26803, 13564),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
15998,897,205,1246,897,2143,205,acetylcholine,340650944,intrinsic neuron,None,IN20A.22A064_T3_R,0.7834541,0.028731184,0.18496214,0.0028525311,LegNpT3_R,"26193,18070,9556",user,0.7834541,IR,NA,Roughly traced,IR,NA,IN20A.22A064,LegNpT3_R,IN20A.22A064,VFB_jrcv0cce,NA,NA,NA,NA,NA,Traced,1198,acetylcholine,15998,RHS,secondary,20A.22A,NA,NA,T3,"25000,20674,2834",20A in T3 RHS,"list(26365, 18019, 9556),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16077,2083,431,2467,2083,4550,431,acetylcholine,907024349,intrinsic neuron,None,IN03A042_T3_R,0.8591518,0.03190562,0.10272515,0.006217437,LegNpT3_R,"26507,16090,16670",user,0.8591518,IR,NA,Roughly traced,IR,NA,IN03A042,LegNpT3_R,IN03A042,VFB_jrcv0cel,NA,NA,NA,NA,NA,Traced,853,acetylcholine,16077,RHS,secondary,03A,NA,NA,T3,"31453,16191,7944",3A? in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16093,739,108,460,739,1199,108,gaba,354637545,intrinsic neuron,None,IN19A110_T3_R,0.039280307,0.84871405,0.103034206,0.008971416,LegNpT3_R,"32815,15737,11017",user,0.84871405,IR,NA,Roughly traced,IR,NA,IN19A110,LegNpT3_R,IN19A110,VFB_jrcv0cf1,NA,NA,NA,NA,NA,Traced,654,gaba,16093,RHS,secondary,19A,NA,NA,T3,,19Ab? in T3 RHS,"list(30498, 16140, 11017),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,"list(31513, 17002, 7359),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,,NA,FALSE
16108,2560,617,4377,2560,6937,617,gaba,1093923669,intrinsic neuron,NA,IN13A021_T3_R,0.0027450519,0.90684086,0.08707911,0.0033349963,LegNpT3_R,"27632,24087,3744",soma,0.9044915,IR,NA,Roughly traced,IR,NA,IN13A021,LegNpT3_R,IN13A021,VFB_jrcv0cfg,NA,NA,NA,NA,NA,Traced,3391,gaba,16108,RHS,early secondary,13A,14450,independent leg,T3,"27632,24087,3744",NA,,NA,NA,NA,,NA,,NA,TRUE
16138,1146,464,3046,1146,4192,464,glutamate,886678872,intrinsic neuron,NA,IN08A017_T3_R,0.05655295,0.06315678,0.8778787,0.0024115562,LegNpT3_R,"33732,26136,15086",soma,0.8778787,IR,NA,Roughly traced,IR,NA,IN08A017,LegNpT3_R,IN08A017,VFB_jrcv0cga,NA,NA,NA,NA,NA,Traced,1754,glutamate,15539,RHS,early secondary,08A,NA,NA,T3,"33732,26136,15086",NA,,NA,NA,NA,,NA,,NA,TRUE
16199,1439,692,4592,1439,6031,692,acetylcholine,771923777,intrinsic neuron,None,IN03A040_T3_R,0.9320188,0.037119865,0.026626607,0.0042347196,LegNpT3_R,"26567,15992,16670",user,0.9320188,IR,NA,Roughly traced,IR,NA,IN03A040,LegNpT3_R,IN03A040,VFB_jrcv0chz,NA,NA,NA,NA,NA,Traced,4396,acetylcholine,16199,RHS,secondary,03A,15724,independent leg,T3,"29781,14588,13459",3A? in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16206,2284,580,4876,2284,7160,580,glutamate,990621317,intrinsic neuron,None,IN16B042_T3_R,0.020703463,0.015129152,0.9619347,0.0022326882,LegNpT3_R,"30234,27274,14876",user,0.9619347,IR,NA,Roughly traced,IR,NA,IN16B042,LegNpT3_R,IN16B042,VFB_jrcv0ci6,NA,NA,NA,NA,NA,Traced,7234,glutamate,16206,RHS,early secondary,16B,15452,independent leg,T3,"28993,27793,10986",8A in T3 RHS,"list(30363, 27200, 14876),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16211,2447,323,2670,2447,5117,323,gaba,882568798,intrinsic neuron,NA,IN13A028_T3_R,0.0044831983,0.80056334,0.19367166,0.0012817931,LegNpT3_R,"25486,26003,5914",soma,0.76426136,IR,NA,Roughly traced,IR,NA,IN13A028,LegNpT3_R,IN13A028,VFB_jrcv0cib,NA,NA,NA,13459,NA,Traced,2645,gaba,16211,RHS,secondary,13A,NA,NA,T3,"25486,26003,5914",NA,,NA,NA,NA,,NA,,NA,TRUE
16287,3202,363,2302,3202,5504,363,acetylcholine,1042429812,intrinsic neuron,None,IN03A026_T3_R,0.64273775,0.073293686,0.27641922,0.007549368,LegNpT3_R,"26370,16217,16670",user,0.64273775,IR,NA,Roughly traced,IR,NA,IN03A026,LegNpT3_R,IN03A026,VFB_jrcv0ckf,NA,NA,NA,NA,NA,Traced,3159,acetylcholine,14466,RHS,secondary,03A,NA,NA,T3,"30396,16038,9300",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16299,2240,652,4518,2240,6758,652,acetylcholine,879510603,intrinsic neuron,None,IN04B044_T3_R,0.9345486,0.007934899,0.054339610000000003,0.0031768614,LegNpT3_R,"21989,23600,11060",user,0.9345486,IR,NA,Roughly traced,IR,NA,IN04B044,LegNpT3_R,IN04B044,VFB_jrcv0ckr,NA,NA,NA,NA,NA,Traced,2807,acetylcholine,14353,RHS,secondary,04B,NA,NA,T3,"23197,23461,5644",4B in T3 RHS,"list(22037, 23909, 11060),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16397,2330,269,1272,2330,3602,269,gaba,859945974,intrinsic neuron,None,IN13A045_T3_R,0.004711972,0.82692766,0.1663317,0.0020286439,LegNpT3_R,"27559,26310,7884",user,0.82692766,IR,NA,Roughly traced,IR,NA,IN13A045,LegNpT3_R,IN13A045,VFB_jrcv0cnh,NA,NA,NA,NA,NA,Traced,2085,gaba,16397,RHS,secondary,13A,13696,independent leg,T3,"27901,26029,5713",19Aa in T3 RHS,"list(27664, 26292, 7884),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16428,626,372,3525,626,4151,372,gaba,862822840,intrinsic neuron,NA,IN13A029_T3_R,0.0025549293,0.75963324,0.23599736,0.0018144309,LegNpT3_R,"29394,22400,3907",soma,0.75963324,IR,NA,Roughly traced,IR,NA,IN13A029,LegNpT3_R,IN13A029,VFB_jrcv0coc,proprioceptive_tactile,NA,NA,15404,NA,Traced,2858,gaba,16428,RHS,early secondary,13A,NA,NA,T3,"29394,22400,3907",NA,,NA,NA,NA,,NA,,NA,TRUE
16539,2451,607,5030,2451,7481,607,glutamate,1016775203,intrinsic neuron,None,IN16B042_T3_R,0.014272329,0.01466738,0.96688664,0.0041736416,LegNpT3_R,"30172,27275,14876",user,0.96688664,IR,NA,Roughly traced,IR,NA,IN16B042,LegNpT3_R,IN16B042,VFB_jrcv0crf,NA,NA,NA,NA,NA,Traced,7234,glutamate,16206,RHS,early secondary,16B,15452,independent leg,T3,"29491,27936,10888",8A in T3 RHS,"list(30363, 27200, 14876),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16633,2635,4,26,2635,2661,4,glutamate,927377241,motor neuron,NA,MNhl13_MetaLN_R,0.15826133,0.16848034,0.6262455,0.047012854,LegNpT3,"32343,26100,12340",soma,0.6262455,MN,NA,Roughly traced,hl,NA,MNhl13,Fe reductor,Fe reductor MN,VFB_jrcv0cu1,NA,NA,NA,NA,NA,Traced,511,glutamate,16633,RHS,secondary,24B.25B,14949,independent leg,T3,"32343,26100,12340",NA,,MetaLN_R,hl,NA,,NA,,NA,TRUE
16651,2610,385,2403,2610,5013,385,acetylcholine,833837758,intrinsic neuron,None,IN03A053_T3_R,0.80548304,0.029490761,0.16276199,0.002264208,LegNpT3_R,"26300,16374,16670",user,0.80548304,IR,NA,Roughly traced,IR,NA,IN03A053,LegNpT3_R,IN03A053,VFB_jrcv0cuj,NA,NA,NA,NA,NA,Traced,1796,acetylcholine,11412,RHS,secondary,03A,NA,NA,T3,"30664,14719,12796",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16695,1717,346,2044,1717,3761,346,acetylcholine,661059530,intrinsic neuron,None,IN03A075_T3_R,0.886864,0.014923787,0.092868775,0.005343451,LegNpT3_R,"26293,16408,16670",user,0.886864,IR,NA,Roughly traced,IR,NA,IN03A075,LegNpT3_R,IN03A075,VFB_jrcv0cvr,NA,NA,NA,NA,NA,Traced,2858,acetylcholine,16415,RHS,secondary,03A,16415,independent leg,T3,"27383,17803,6265",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16788,1693,518,3271,1693,4964,518,acetylcholine,819040249,intrinsic neuron,None,IN03A041_T3_R,0.8476577,0.036692906,0.111102395,0.0045469995,LegNpT3_R,"26512,16182,16670",user,0.8476577,IR,NA,Roughly traced,IR,NA,IN03A041,LegNpT3_R,IN03A041,VFB_jrcv0cyc,NA,NA,NA,NA,NA,Traced,2816,acetylcholine,16788,RHS,secondary,03A,NA,NA,T3,"29608,16738,7994",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16905,2629,400,2430,2629,5059,400,acetylcholine,811819903,intrinsic neuron,None,IN20A.22A010_T3_R,0.59669006,0.15265033,0.24153325,0.009126373,LegNpT3_R,"26128,17982,9556",user,0.59669006,IR,NA,Roughly traced,IR,NA,IN20A.22A010,LegNpT3_R,IN20A.22A010,VFB_jrcv0d1l,NA,NA,NA,13851,NA,Traced,2830,acetylcholine,16905,RHS,secondary,20A.22A,NA,NA,T3,"24767,20490,1911",20A in T3 RHS,"list(26365, 18019, 9556),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
16943,1832,362,3157,1832,4989,362,gaba,804723357,intrinsic neuron,NA,IN13A031_T3_R,0.0041454006,0.8190134,0.17248803,0.0043531368,LegNpT3_R,"28258,23132,4684",soma,0.8190134,IR,NA,Roughly traced,IR,NA,IN13A031,LegNpT3_R,IN13A031,VFB_jrcv0d2n,NA,NA,NA,NA,NA,Traced,728,gaba,16943,RHS,secondary,13A,NA,NA,T3,"28258,23132,4684",NA,,NA,NA,NA,,NA,,NA,TRUE
16996,1210,242,1751,1210,2961,242,gaba,752235375,intrinsic neuron,None,IN13B035_T3_L,0.0018477873,0.94708335,0.049675044,0.0013937992,LegNpT3_R,"22718,26577,13782",user,0.94708335,CR,NA,Roughly traced,CR,NA,IN13B035,LegNpT3_R,IN13B035,VFB_jrcv0d44,NA,NA,NA,NA,NA,Traced,1425,gaba,16996,LHS,early secondary,13B,14083,independent leg,T3,"19306,26546,9716",13B in T3 LHS,"list(22718, 26803, 13564),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
17021,756,445,3440,756,4196,445,gaba,795029960,intrinsic neuron,None,IN13B032_T3_L,0.0027558412,0.6317882,0.3644436,0.0010123695,LegNpT3_R,"22718,26620,13497",user,0.6317882,CR,NA,Roughly traced,CR,NA,IN13B032,LegNpT3_R,IN13B032,VFB_jrcv0d4t,NA,NA,NA,15116,NA,Traced,3846,gaba,16715,LHS,secondary,13B,16715,independent leg,T3,"20609,26889,11454",13B in T3 LHS,"list(22718, 26803, 13564),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
17048,1128,373,2314,1128,3442,373,acetylcholine,793940496,intrinsic neuron,None,IN04B052_T3_R,0.8291477,0.046584256,0.1210052,0.00326285,LegNpT3_R,"21972,23211,11060",user,0.8291477,IR,NA,Roughly traced,IR,NA,IN04B052,LegNpT3_R,IN04B052,VFB_jrcv0d5k,NA,NA,NA,NA,NA,Traced,716,acetylcholine,17048,RHS,secondary,04B,NA,NA,T3,"23272,23415,5114",4B in T3 RHS,"list(22037, 23909, 11060),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
17065,329,191,1375,329,1704,191,gaba,465125743,intrinsic neuron,NA,IN13A059_T3_R,0.002044368,0.8869092,0.10993916,0.001107251,LegNpT3_R,"28774,23026,4185",soma,0.8869092,IR,NA,Roughly traced,IR,NA,IN13A059,LegNpT3_R,IN13A059,VFB_jrcv0d61,proprioceptive_unknown,NA,NA,NA,NA,Traced,2693,gaba,17065,RHS,secondary,13A,NA,NA,T3,"28774,23026,4185",NA,,NA,NA,NA,,NA,,NA,TRUE
17085,1987,306,2653,1987,4640,306,gaba,950460351,intrinsic neuron,NA,IN13A028_T3_R,0.002735781,0.8113899,0.1845777,0.0012965872,LegNpT3_R,"24778,25117,4796",soma,0.8113899,IR,NA,Roughly traced,IR,NA,IN13A028,LegNpT3_R,IN13A028,VFB_jrcv0d6l,NA,NA,NA,NA,NA,Traced,2645,gaba,16211,RHS,secondary,13A,NA,NA,T3,"24778,25117,4796",NA,,NA,NA,NA,,NA,,NA,TRUE
17095,1730,179,1348,1730,3078,179,gaba,347574184,intrinsic neuron,NA,IN01B065_T3_R,0.009444535,0.52603114,0.46104506,0.0034792689,LegNpT3_R,"23532,22299,3608",soma,0.52603114,IR,NA,Roughly traced,IR,NA,IN01B065,LegNpT3_R,IN01B065,VFB_jrcv0d6v,chemosensory_unknown,NA,NA,17095,NA,Traced,2786,gaba,17095,RHS,secondary,01B,17095,independent leg,T3,"23532,22299,3608",NA,,NA,NA,NA,,NA,,NA,TRUE
17137,799,5,28,799,827,5,glutamate,671458851,motor neuron,NA,MNhl11_MetaLN_R,0.07245238,0.17229901,0.6415236,0.11372501,LegNpT3,"26509,19276,4697",soma,0.6415236,MN,NA,Roughly traced,hl,NA,MNhl11,Tr flexor,Tr flexor MN,VFB_jrcv0d81,NA,NA,NA,NA,NA,Traced,1076,glutamate,17137,RHS,secondary,20B.21B.22B,17137,independent leg,T3,"26509,19276,4697",NA,,MetaLN_R,hl,NA,,NA,,NA,TRUE
17173,2695,372,2261,2695,4956,372,acetylcholine,792937925,intrinsic neuron,None,IN20A.22A010_T3_R,0.62498254,0.12889746,0.23569088,0.010429105,LegNpT3_R,"26490,17918,9556",user,0.62498254,IR,NA,Roughly traced,IR,NA,IN20A.22A010,LegNpT3_R,IN20A.22A010,VFB_jrcv0d91,NA,NA,NA,13851,NA,Traced,2830,acetylcholine,17173,RHS,secondary,20A.22A,NA,NA,T3,"28945,18299,3580",22A? in T3 RHS,"list(26365, 18019, 9556),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
17205,2332,223,944,2332,3276,223,gaba,905290965,intrinsic neuron,NA,IN13A040_T3_R,0.0028039091,0.88467014,0.10543088,0.0070950543,LegNpT3_R,"27211,26024,5623",soma,0.88467014,IR,NA,Roughly traced,IR,NA,IN13A040,LegNpT3_R,IN13A040,VFB_jrcv0d9x,NA,NA,NA,NA,NA,Traced,2532,gaba,17315,RHS,secondary,13A,NA,NA,T3,"27211,26024,5623",NA,,NA,NA,NA,,NA,,NA,TRUE
17218,1062,345,1927,1062,2989,345,glutamate,640742104,intrinsic neuron,None,IN08A022_T3_R,0.021673685,0.3106014,0.66392213,0.0038027638,LegNpT3_R,"32960,24762,16036",user,0.6643914,IR,NA,Roughly traced,IR,NA,IN08A022,LegNpT3_R,IN08A022,VFB_jrcv0daa,NA,NA,NA,16146,NA,Traced,2167,glutamate,17218,RHS,secondary,08A,17218,independent leg,T3,"32139,24866,9718",13A in T3 RHS,"list(32854, 25142, 16036),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
17219,2521,698,4273,2521,6794,698,acetylcholine,973719011,intrinsic neuron,NA,IN17A058_T3_R,0.8662775,0.03747618,0.08646508,0.009781252,LegNpT3_R,"32639,15994,20632",soma,0.8662775,IR,NA,Roughly traced,IR,NA,IN17A058,LegNpT3_R,IN17A058,VFB_jrcv0dab,NA,NA,NA,13462,NA,Traced,3222,acetylcholine,15620,RHS,secondary,17A,15508,independent leg,T3,"32639,15994,20632",NA,,NA,NA,NA,,NA,,NA,TRUE
17271,839,335,2466,839,3305,335,gaba,726854828,intrinsic neuron,NA,IN13A029_T3_R,0.0020543763,0.8126519,0.18088661,0.004407123,LegNpT3_R,"28325,23033,4262",soma,0.8126519,IR,NA,Roughly traced,IR,NA,IN13A029,LegNpT3_R,IN13A029,VFB_jrcv0dbr,proprioceptive_tactile,NA,NA,15404,NA,Traced,2858,gaba,15404,RHS,secondary,13A,NA,NA,T3,"28325,23033,4262",NA,,NA,NA,NA,,NA,,NA,TRUE
17315,2122,226,986,2122,3108,226,gaba,861111997,intrinsic neuron,NA,IN13A040_T3_R,0.005603431,0.8742679,0.11658029,0.003548403,LegNpT3_R,"28598,25087,6909",soma,0.87091744,IR,NA,Roughly traced,IR,NA,IN13A040,LegNpT3_R,IN13A040,VFB_jrcv0dcz,NA,NA,NA,NA,NA,Traced,2532,gaba,17315,RHS,secondary,13A,NA,NA,T3,"28598,25087,6909",NA,,NA,NA,NA,,NA,,NA,TRUE
17337,582,270,1858,582,2440,270,gaba,715610393,intrinsic neuron,NA,IN13A046_T3_R,0.004416474,0.8146453,0.17970142,0.0012367896,LegNpT3_R,"28688,23697,4425",soma,0.8146453,IR,NA,Roughly traced,IR,NA,IN13A046,LegNpT3_R,IN13A046,VFB_jrcv0ddl,proprioceptive_unknown,NA,NA,12023,NA,Traced,1466,gaba,18349,RHS,secondary,13A,NA,NA,T3,"28688,23697,4425",NA,,NA,NA,NA,,NA,,NA,TRUE
17343,2987,488,3076,2987,6063,488,acetylcholine,830951326,intrinsic neuron,None,IN03A039_T3_R,0.70705456,0.07013539,0.22024512,0.0025649325,LegNpT3_R,"26314,16339,16670",user,0.70705456,IR,NA,Roughly traced,IR,NA,IN03A039,LegNpT3_R,IN03A039,VFB_jrcv0ddr,NA,NA,NA,NA,NA,Traced,3828,acetylcholine,10341,RHS,secondary,03A,10341,independent leg,T3,"30866,14874,12049",3A in T3 RHS,"list(26388, 16279, 16670),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
17357,373,148,848,373,1221,148,acetylcholine,277509418,intrinsic neuron,None,IN20A.22A084_T3_R,0.94627124,0.01921229,0.030677773,0.0038386653,LegNpT3_R,"26434,18030,9556",user,0.94627124,IR,NA,Roughly traced,IR,NA,IN20A.22A084,LegNpT3_R,IN20A.22A084,VFB_jrcv0de5,NA,NA,NA,NA,NA,Traced,2557,acetylcholine,12372,RHS,secondary,20A.22A,NA,NA,T3,"27001,19234,1882",20A? in T3 RHS,"list(26365, 18019, 9556),list(name = ""cartesian-3d"", properties = list(href = ""http://spatialreference.org/ref/sr-org/9157/ogcwkt/"", type = ""ogcwkt""), srid = 9157, type = ""link""),Point",NA,NA,NA,,NA,,NA,TRUE
