seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
DNge094_720575941598325148,descending,16.11,FALSE,below threshold,descending below threshold,720575941598325148
DNge094_720575941612982169,descending,16.39,FALSE,below threshold,descending below threshold,720575941612982169
DNge094_720575941731655979,descending,16.71,FALSE,below threshold,descending below threshold,720575941731655979
DNge095_720575941429866593,descending,19.21,TRUE,above threshold,descending above threshold,720575941429866593
DNge095_720575941506628225,descending,19.52,TRUE,above threshold,descending above threshold,720575941506628225
DNge095_720575941526696804,descending,19.45,TRUE,above threshold,descending above threshold,720575941526696804
DNge095_720575941537820658,descending,19.46,TRUE,above threshold,descending above threshold,720575941537820658
DNge095_720575941559022381,descending,18.64,TRUE,above threshold,descending above threshold,720575941559022381
DNge095_720575941630049762,descending,18.72,TRUE,above threshold,descending above threshold,720575941630049762
DNge096_720575941459216287,descending,17.14,FALSE,below threshold,descending below threshold,720575941459216287
DNge096_720575941507049239,descending,19.22,TRUE,above threshold,descending above threshold,720575941507049239
DNge096_720575941628262969,descending,19.46,TRUE,above threshold,descending above threshold,720575941628262969
DNge097_720575941447838996,descending,19.79,TRUE,above threshold,descending above threshold,720575941447838996
DNge097_720575941701672666,descending,19.88,TRUE,above threshold,descending above threshold,720575941701672666
DNge098_720575941520735411,descending,17.28,FALSE,below threshold,descending below threshold,720575941520735411
DNge099_720575941490590924,descending,17.54,FALSE,below threshold,descending below threshold,720575941490590924
DNge099_720575941570031092,descending,17.77,FALSE,below threshold,descending below threshold,720575941570031092
DNge100_720575941427901012,descending,17.5,FALSE,below threshold,descending below threshold,720575941427901012
DNge100_720575941607564909,descending,18.04,TRUE,above threshold,descending above threshold,720575941607564909
DNge101_720575941567199790,descending,18.21,TRUE,above threshold,descending above threshold,720575941567199790
DNge101_720575941663480188,descending,18.45,TRUE,above threshold,descending above threshold,720575941663480188
DNge102_720575941408170799,descending,15.67,FALSE,below threshold,descending below threshold,720575941408170799
DNge102_720575941414491028,descending,18.02,TRUE,above threshold,descending above threshold,720575941414491028
DNge102_720575941433031182,descending,17.93,FALSE,below threshold,descending below threshold,720575941433031182
DNge103_720575941492588976,descending,17.53,FALSE,below threshold,descending below threshold,720575941492588976
DNge103_720575941535231832,descending,17.53,FALSE,below threshold,descending below threshold,720575941535231832
DNge104_720575941473933664,descending,17.99,FALSE,below threshold,descending below threshold,720575941473933664
DNge105_720575941436313888,descending,19.42,TRUE,above threshold,descending above threshold,720575941436313888
DNge105_720575941480490882,descending,18.6,TRUE,above threshold,descending above threshold,720575941480490882
DNge106_720575941404748144,descending,19.73,TRUE,above threshold,descending above threshold,720575941404748144
DNge106_720575941518794668,descending,20.38,TRUE,above threshold,descending above threshold,720575941518794668
DNge107_720575941471808375,descending,19.78,TRUE,above threshold,descending above threshold,720575941471808375
DNge107_720575941540246364,descending,19.77,TRUE,above threshold,descending above threshold,720575941540246364
DNge109_720575941430610095,descending,18.89,TRUE,above threshold,descending above threshold,720575941430610095
DNge109_720575941524958118,descending,16.3,FALSE,below threshold,descending below threshold,720575941524958118
DNge109_720575941602726078,descending,18.56,TRUE,above threshold,descending above threshold,720575941602726078
DNge109_720575941688574360,descending,19.5,TRUE,above threshold,descending above threshold,720575941688574360
DNge110_720575941350890544,descending,17.45,FALSE,below threshold,descending below threshold,720575941350890544
DNge110_720575941434224526,descending,18.89,TRUE,above threshold,descending above threshold,720575941434224526
DNge111_720575941452016199,descending,16.44,FALSE,below threshold,descending below threshold,720575941452016199
DNge111_720575941500839147,descending,14.54,FALSE,below threshold,descending below threshold,720575941500839147
DNge111_720575941515411603,descending,15.44,FALSE,below threshold,descending below threshold,720575941515411603
DNge111_720575941553550471,descending,16.56,FALSE,below threshold,descending below threshold,720575941553550471
DNge111_720575941554888676,descending,15.45,FALSE,below threshold,descending below threshold,720575941554888676
DNge111_720575941668465319,descending,15.35,FALSE,below threshold,descending below threshold,720575941668465319
DNge112_720575941487186896,descending,13.24,FALSE,below threshold,descending below threshold,720575941487186896
DNge113_720575941442861482,descending,19.5,TRUE,above threshold,descending above threshold,720575941442861482
DNge113_720575941469678557,descending,18.74,TRUE,above threshold,descending above threshold,720575941469678557
DNge113_720575941584708486,descending,19.45,TRUE,above threshold,descending above threshold,720575941584708486
DNge114_720575941573385224,descending,19.49,TRUE,above threshold,descending above threshold,720575941573385224
DNge114_720575941608733673,descending,16.76,FALSE,below threshold,descending below threshold,720575941608733673
DNge115_720575941448124692,descending,16.99,FALSE,below threshold,descending below threshold,720575941448124692
DNge115_720575941556199652,descending,15.86,FALSE,below threshold,descending below threshold,720575941556199652
DNge115_720575941688674200,descending,13.59,FALSE,below threshold,descending below threshold,720575941688674200
DNge116_720575941415224348,descending,17.32,FALSE,below threshold,descending below threshold,720575941415224348
DNge116_720575941473970747,descending,13.33,FALSE,below threshold,descending below threshold,720575941473970747
DNge116_720575941507409502,descending,15.48,FALSE,below threshold,descending below threshold,720575941507409502
DNge116_720575941507724929,descending,18.88,TRUE,above threshold,descending above threshold,720575941507724929
DNge116_720575941521369523,descending,19.25,TRUE,above threshold,descending above threshold,720575941521369523
DNge116_720575941596600709,descending,17.61,FALSE,below threshold,descending below threshold,720575941596600709
DNge116_720575941626007195,descending,17.53,FALSE,below threshold,descending below threshold,720575941626007195
DNge116_720575941628710694,descending,17.22,FALSE,below threshold,descending below threshold,720575941628710694
DNge117_720575941510361298,descending,18.19,TRUE,above threshold,descending above threshold,720575941510361298
DNge117_720575941524513892,descending,16.87,FALSE,below threshold,descending below threshold,720575941524513892
DNge117_720575941588955703,descending,18.44,TRUE,above threshold,descending above threshold,720575941588955703
DNge118_720575941390308246,descending,18.77,TRUE,above threshold,descending above threshold,720575941390308246
DNge118_720575941438213951,descending,18.26,TRUE,above threshold,descending above threshold,720575941438213951
DNge118_720575941513419619,descending,18.72,TRUE,above threshold,descending above threshold,720575941513419619
DNge118_720575941578499673,descending,19.51,TRUE,above threshold,descending above threshold,720575941578499673
DNge118_720575941651866901,descending,18.07,TRUE,above threshold,descending above threshold,720575941651866901
DNge119_720575941461407955,descending,16.75,FALSE,below threshold,descending below threshold,720575941461407955
DNge119_720575941633124549,descending,16.94,FALSE,below threshold,descending below threshold,720575941633124549
DNge120_720575941479563650,descending,18.55,TRUE,above threshold,descending above threshold,720575941479563650
DNge120_720575941690766555,descending,17.97,FALSE,below threshold,descending below threshold,720575941690766555
DNge121_720575941432046945,descending,17.78,FALSE,below threshold,descending below threshold,720575941432046945
DNge121_720575941438469676,descending,15.5,FALSE,below threshold,descending below threshold,720575941438469676
DNge122_720575941566364982,descending,17.33,FALSE,below threshold,descending below threshold,720575941566364982
DNge122_720575941626056556,descending,17.42,FALSE,below threshold,descending below threshold,720575941626056556
DNge123_720575941453830637,descending,17.15,FALSE,below threshold,descending below threshold,720575941453830637
DNge123_720575941555196929,descending,16.95,FALSE,below threshold,descending below threshold,720575941555196929
DNge124_720575941499166281,descending,17.53,FALSE,below threshold,descending below threshold,720575941499166281
DNge124_720575941642906529,descending,17.07,FALSE,below threshold,descending below threshold,720575941642906529
