seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
AN09B004_720575941408820271,ascending,15.89,FALSE,below threshold,ascending below threshold,720575941408820271
AN09B004_720575941440583253,ascending,16.07,FALSE,below threshold,ascending below threshold,720575941440583253
AN09B004_720575941441886811,ascending,16.51,FALSE,below threshold,ascending below threshold,720575941441886811
AN09B004_720575941477803073,ascending,16.63,FALSE,below threshold,ascending below threshold,720575941477803073
AN09B004_720575941480772259,ascending,16.69,FALSE,below threshold,ascending below threshold,720575941480772259
AN09B004_720575941515512931,ascending,14.7,FALSE,below threshold,ascending below threshold,720575941515512931
AN09B004_720575941632241900,ascending,14.85,FALSE,below threshold,ascending below threshold,720575941632241900
AN09B004_720575941632371948,ascending,15.77,FALSE,below threshold,ascending below threshold,720575941632371948
AN09B004_720575941732764971,ascending,16.04,FALSE,below threshold,ascending below threshold,720575941732764971
AN09B006_720575941538066837,ascending,19,TRUE,above threshold,ascending above threshold,720575941538066837
AN09B006_720575941598566812,ascending,19.02,TRUE,above threshold,ascending above threshold,720575941598566812
AN09B007_720575941585231838,ascending,17.84,FALSE,below threshold,ascending below threshold,720575941585231838
AN09B007_720575941604056505,ascending,18.17,TRUE,above threshold,ascending above threshold,720575941604056505
AN09B009_720575941438463276,ascending,18.42,TRUE,above threshold,ascending above threshold,720575941438463276
AN09B009_720575941451958343,ascending,17.51,FALSE,below threshold,ascending below threshold,720575941451958343
AN09B009_720575941487783888,ascending,16.89,FALSE,below threshold,ascending below threshold,720575941487783888
AN09B009_720575941552013055,ascending,17.77,FALSE,below threshold,ascending below threshold,720575941552013055
AN09B009_720575941596082801,ascending,16.87,FALSE,below threshold,ascending below threshold,720575941596082801
AN09B011_720575941576343222,ascending,16.87,FALSE,below threshold,ascending below threshold,720575941576343222
AN09B012_720575941435983136,ascending,15.39,FALSE,below threshold,ascending below threshold,720575941435983136
AN09B012_720575941534999896,ascending,15.85,FALSE,below threshold,ascending below threshold,720575941534999896
AN09B012_720575941552896830,ascending,15.87,FALSE,below threshold,ascending below threshold,720575941552896830
AN09B012_720575941610938797,ascending,15.42,FALSE,below threshold,ascending below threshold,720575941610938797
AN09B013_720575941593285416,ascending,18.55,TRUE,above threshold,ascending above threshold,720575941593285416
AN09B013_720575941595190053,ascending,18.34,TRUE,above threshold,ascending above threshold,720575941595190053
AN09B014_720575941456671213,ascending,17.66,FALSE,below threshold,ascending below threshold,720575941456671213
AN09B014_720575941551955199,ascending,17.46,FALSE,below threshold,ascending below threshold,720575941551955199
AN09B015_720575941566646375,ascending,15.86,FALSE,below threshold,ascending below threshold,720575941566646375
AN09B015_720575941593041192,ascending,16.64,FALSE,below threshold,ascending below threshold,720575941593041192
AN09B016_720575941498583675,ascending,16.67,FALSE,below threshold,ascending below threshold,720575941498583675
AN09B016_720575941527231746,ascending,16.67,FALSE,below threshold,ascending below threshold,720575941527231746
AN09B018_c_720575941464350989,ascending,17.9,FALSE,below threshold,ascending below threshold,720575941464350989
AN09B019_720575941487419856,ascending,17.39,FALSE,below threshold,ascending below threshold,720575941487419856
AN09B019_720575941526661890,ascending,16.47,FALSE,below threshold,ascending below threshold,720575941526661890
AN09B019_720575941540592509,ascending,16.37,FALSE,below threshold,ascending below threshold,720575941540592509
AN09B019_720575941703160026,ascending,16.96,FALSE,below threshold,ascending below threshold,720575941703160026
AN09B020_720575941452767047,ascending,16.75,FALSE,below threshold,ascending below threshold,720575941452767047
AN09B020_720575941515668995,ascending,16.35,FALSE,below threshold,ascending below threshold,720575941515668995
AN09B020_720575941566475623,ascending,17.63,FALSE,below threshold,ascending below threshold,720575941566475623
AN09B021_720575941532854501,ascending,15.39,FALSE,below threshold,ascending below threshold,720575941532854501
AN09B021_720575941564153234,ascending,15.56,FALSE,below threshold,ascending below threshold,720575941564153234
AN09B023_720575941496095431,ascending,18.21,TRUE,above threshold,ascending above threshold,720575941496095431
AN09B023_720575941516762515,ascending,18.29,TRUE,above threshold,ascending above threshold,720575941516762515
AN09B023_720575941530093752,ascending,18.69,TRUE,above threshold,ascending above threshold,720575941530093752
AN09B023_720575941539118834,ascending,16.99,FALSE,below threshold,ascending below threshold,720575941539118834
AN09B023_720575941544685061,ascending,19.38,TRUE,above threshold,ascending above threshold,720575941544685061
AN09B023_720575941571900488,ascending,17.29,FALSE,below threshold,ascending below threshold,720575941571900488
AN09B023_720575941601122806,ascending,18.66,TRUE,above threshold,ascending above threshold,720575941601122806
AN09B023_720575941631437804,ascending,16.29,FALSE,below threshold,ascending below threshold,720575941631437804
AN09B024_720575941580007669,ascending,16.86,FALSE,below threshold,ascending below threshold,720575941580007669
AN09B024_720575941628271417,ascending,17.56,FALSE,below threshold,ascending below threshold,720575941628271417
AN09B026_720575941478713962,ascending,16.79,FALSE,below threshold,ascending below threshold,720575941478713962
AN09B026_720575941548225928,ascending,16.93,FALSE,below threshold,ascending below threshold,720575941548225928
AN09B027_720575941455094835,ascending,16.39,FALSE,below threshold,ascending below threshold,720575941455094835
AN09B027_720575941461518035,ascending,16.1,FALSE,below threshold,ascending below threshold,720575941461518035
AN09B028_720575941452945735,ascending,16.85,FALSE,below threshold,ascending below threshold,720575941452945735
AN09B028_720575941482348218,ascending,16.7,FALSE,below threshold,ascending below threshold,720575941482348218
AN09B030_720575941440931157,ascending,15.29,FALSE,below threshold,ascending below threshold,720575941440931157
AN09B030_720575941537701347,ascending,16.39,FALSE,below threshold,ascending below threshold,720575941537701347
AN09B030_720575941555244772,ascending,17.15,FALSE,below threshold,ascending below threshold,720575941555244772
AN09B030_720575941594332711,ascending,16.14,FALSE,below threshold,ascending below threshold,720575941594332711
AN09B031_720575941476737566,ascending,16.48,FALSE,below threshold,ascending below threshold,720575941476737566
AN09B031_720575941601087478,ascending,15.75,FALSE,below threshold,ascending below threshold,720575941601087478
AN09B032_720575941454918707,ascending,16.24,FALSE,below threshold,ascending below threshold,720575941454918707
AN09B032_720575941595910257,ascending,17.27,FALSE,below threshold,ascending below threshold,720575941595910257
AN09B032_720575941645261217,ascending,16.41,FALSE,below threshold,ascending below threshold,720575941645261217
AN09B032_720575941655483092,ascending,16.86,FALSE,below threshold,ascending below threshold,720575941655483092
AN09B033_720575941514057283,ascending,15.94,FALSE,below threshold,ascending below threshold,720575941514057283
AN09B033_720575941527078681,ascending,15.01,FALSE,below threshold,ascending below threshold,720575941527078681
AN09B033_720575941562512018,ascending,16.45,FALSE,below threshold,ascending below threshold,720575941562512018
AN09B033_720575941590752396,ascending,15.79,FALSE,below threshold,ascending below threshold,720575941590752396
AN09B033_720575941599105728,ascending,17.64,FALSE,below threshold,ascending below threshold,720575941599105728
AN09B033_720575941610664621,ascending,15.16,FALSE,below threshold,ascending below threshold,720575941610664621
AN09B033_720575941653259025,ascending,16.43,FALSE,below threshold,ascending below threshold,720575941653259025
AN09B033_720575941657721624,ascending,15.12,FALSE,below threshold,ascending below threshold,720575941657721624
AN09B033_720575941670138033,ascending,14.29,FALSE,below threshold,ascending below threshold,720575941670138033
AN09B034_720575941558535716,ascending,15.84,FALSE,below threshold,ascending below threshold,720575941558535716
AN09B034_720575941612425190,ascending,15.44,FALSE,below threshold,ascending below threshold,720575941612425190
AN09B035_720575941507979077,ascending,16.04,FALSE,below threshold,ascending below threshold,720575941507979077
AN09B035_720575941603880182,ascending,15.87,FALSE,below threshold,ascending below threshold,720575941603880182
AN09B036_720575941516786579,ascending,15.6,FALSE,below threshold,ascending below threshold,720575941516786579
AN09B036_720575941689898392,ascending,16.54,FALSE,below threshold,ascending below threshold,720575941689898392
AN09B037_720575941450811470,ascending,19.05,TRUE,above threshold,ascending above threshold,720575941450811470
AN09B037_720575941474552372,ascending,18.91,TRUE,above threshold,ascending above threshold,720575941474552372
AN09B037_720575941525217892,ascending,19.16,TRUE,above threshold,ascending above threshold,720575941525217892
AN09B037_720575941641209119,ascending,19.19,TRUE,above threshold,ascending above threshold,720575941641209119
AN09B040_720575941438471212,ascending,15.18,FALSE,below threshold,ascending below threshold,720575941438471212
AN09B040_720575941516185859,ascending,14.51,FALSE,below threshold,ascending below threshold,720575941516185859
AN09B040_720575941526686797,ascending,12.08,FALSE,below threshold,ascending below threshold,720575941526686797
AN09B040_720575941537784189,ascending,16.44,FALSE,below threshold,ascending below threshold,720575941537784189
AN09B040_720575941542425180,ascending,14.09,FALSE,below threshold,ascending below threshold,720575941542425180
AN09B040_720575941544725509,ascending,16.17,FALSE,below threshold,ascending below threshold,720575941544725509
AN09B040_720575941556419300,ascending,14.95,FALSE,below threshold,ascending below threshold,720575941556419300
AN09B040_720575941681019325,ascending,14.96,FALSE,below threshold,ascending below threshold,720575941681019325
AN09B042_720575941459354512,ascending,15.98,FALSE,below threshold,ascending below threshold,720575941459354512
AN09B042_720575941531283403,ascending,16.49,FALSE,below threshold,ascending below threshold,720575941531283403
AN09B042_720575941608283978,ascending,17.06,FALSE,below threshold,ascending below threshold,720575941608283978
AN09B044_720575941476850462,ascending,11.42,FALSE,below threshold,ascending below threshold,720575941476850462
AN09B044_720575941495964615,ascending,16.13,FALSE,below threshold,ascending below threshold,720575941495964615
AN09B044_720575941526632194,ascending,14.92,FALSE,below threshold,ascending below threshold,720575941526632194
AN10B005_720575941427899220,ascending,17.47,FALSE,below threshold,ascending below threshold,720575941427899220
AN10B005_720575941552922686,ascending,16.96,FALSE,below threshold,ascending below threshold,720575941552922686
AN10B008_720575941542918941,ascending,20.01,TRUE,above threshold,ascending above threshold,720575941542918941
AN10B015_a_720575941574768392,ascending,17.63,FALSE,below threshold,ascending below threshold,720575941574768392
AN10B015_a_720575941586627294,ascending,18.6,TRUE,above threshold,ascending above threshold,720575941586627294
AN10B015_b_720575941585935494,ascending,17.74,FALSE,below threshold,ascending below threshold,720575941585935494
AN10B015_c_720575941483798781,ascending,17.66,FALSE,below threshold,ascending below threshold,720575941483798781
AN10B015_c_720575941589246020,ascending,18.11,TRUE,above threshold,ascending above threshold,720575941589246020
AN10B017_720575941476752180,ascending,18.14,TRUE,above threshold,ascending above threshold,720575941476752180
AN10B017_720575941495899465,ascending,18.54,TRUE,above threshold,ascending above threshold,720575941495899465
AN10B018_720575941536219107,ascending,18.64,TRUE,above threshold,ascending above threshold,720575941536219107
AN10B018_720575941574213627,ascending,18.57,TRUE,above threshold,ascending above threshold,720575941574213627
AN10B019_720575941471079264,ascending,15.89,FALSE,below threshold,ascending below threshold,720575941471079264
AN10B019_720575941487488821,ascending,14.62,FALSE,below threshold,ascending below threshold,720575941487488821
AN10B019_720575941563541351,ascending,15.7,FALSE,below threshold,ascending below threshold,720575941563541351
AN10B019_720575941589794046,ascending,15.4,FALSE,below threshold,ascending below threshold,720575941589794046
AN10B020_720575941430003960,ascending,14.77,FALSE,below threshold,ascending below threshold,720575941430003960
AN10B020_720575941468218589,ascending,14.39,FALSE,below threshold,ascending below threshold,720575941468218589
AN10B020_720575941489748169,ascending,14.73,FALSE,below threshold,ascending below threshold,720575941489748169
AN10B020_720575941511863250,ascending,14.98,FALSE,below threshold,ascending below threshold,720575941511863250
AN10B020_720575941529748427,ascending,14.66,FALSE,below threshold,ascending below threshold,720575941529748427
AN10B020_720575941562443362,ascending,15.16,FALSE,below threshold,ascending below threshold,720575941562443362
AN10B021_720575941574322427,ascending,17.35,FALSE,below threshold,ascending below threshold,720575941574322427
AN10B021_720575941640436255,ascending,17.14,FALSE,below threshold,ascending below threshold,720575941640436255
AN10B022_720575941438712923,ascending,16.11,FALSE,below threshold,ascending below threshold,720575941438712923
AN10B022_720575941479284960,ascending,15.96,FALSE,below threshold,ascending below threshold,720575941479284960
AN10B022_720575941517682392,ascending,14.97,FALSE,below threshold,ascending below threshold,720575941517682392
AN10B022_720575941533543402,ascending,14.44,FALSE,below threshold,ascending below threshold,720575941533543402
AN10B022_720575941588160580,ascending,14,FALSE,below threshold,ascending below threshold,720575941588160580
AN10B022_720575941651827989,ascending,14.01,FALSE,below threshold,ascending below threshold,720575941651827989
AN10B024_720575941504674754,ascending,15.72,FALSE,below threshold,ascending below threshold,720575941504674754
AN10B024_720575941518824620,ascending,18.34,TRUE,above threshold,ascending above threshold,720575941518824620
AN10B024_720575941556420516,ascending,16.11,FALSE,below threshold,ascending below threshold,720575941556420516
AN10B024_720575941566679598,ascending,18.44,TRUE,above threshold,ascending above threshold,720575941566679598
AN10B027_720575941469868765,ascending,15.26,FALSE,below threshold,ascending below threshold,720575941469868765
AN10B027_720575941481010511,ascending,15.02,FALSE,below threshold,ascending below threshold,720575941481010511
AN10B027_720575941505566814,ascending,15.08,FALSE,below threshold,ascending below threshold,720575941505566814
AN10B027_720575941526916354,ascending,14.76,FALSE,below threshold,ascending below threshold,720575941526916354
AN10B027_720575941561868544,ascending,15.13,FALSE,below threshold,ascending below threshold,720575941561868544
AN10B027_720575941624487882,ascending,15.46,FALSE,below threshold,ascending below threshold,720575941624487882
AN10B029_720575941432468183,ascending,15.29,FALSE,below threshold,ascending below threshold,720575941432468183
AN10B029_720575941490463541,ascending,15.01,FALSE,below threshold,ascending below threshold,720575941490463541
AN10B029_720575941526450713,ascending,16.38,FALSE,below threshold,ascending below threshold,720575941526450713
AN10B029_720575941529819832,ascending,13.23,FALSE,below threshold,ascending below threshold,720575941529819832
AN10B029_720575941562504546,ascending,13.6,FALSE,below threshold,ascending below threshold,720575941562504546
AN10B029_720575941634316731,ascending,14.78,FALSE,below threshold,ascending below threshold,720575941634316731
AN10B031_720575941434954126,ascending,15.51,FALSE,below threshold,ascending below threshold,720575941434954126
AN10B031_720575941489802697,ascending,18.61,TRUE,above threshold,ascending above threshold,720575941489802697
AN10B031_720575941503855851,ascending,15.58,FALSE,below threshold,ascending below threshold,720575941503855851
AN10B031_720575941626052810,ascending,13.73,FALSE,below threshold,ascending below threshold,720575941626052810
AN10B033_720575941431816184,ascending,14.53,FALSE,below threshold,ascending below threshold,720575941431816184
AN10B033_720575941438547167,ascending,14.79,FALSE,below threshold,ascending below threshold,720575941438547167
AN10B033_720575941484023549,ascending,14.4,FALSE,below threshold,ascending below threshold,720575941484023549
AN10B033_720575941494330750,ascending,14.66,FALSE,below threshold,ascending below threshold,720575941494330750
AN10B033_720575941513085004,ascending,14.16,FALSE,below threshold,ascending below threshold,720575941513085004
AN10B033_720575941573655561,ascending,11.73,FALSE,below threshold,ascending below threshold,720575941573655561
AN10B033_720575941578353909,ascending,15.22,FALSE,below threshold,ascending below threshold,720575941578353909
AN10B033_720575941603691198,ascending,12.08,FALSE,below threshold,ascending below threshold,720575941603691198
AN10B033_720575941624639434,ascending,13.39,FALSE,below threshold,ascending below threshold,720575941624639434
AN10B034_720575941447762964,ascending,16.3,FALSE,below threshold,ascending below threshold,720575941447762964
AN10B034_720575941504235095,ascending,11.97,FALSE,below threshold,ascending below threshold,720575941504235095
AN10B034_720575941514120515,ascending,14.63,FALSE,below threshold,ascending below threshold,720575941514120515
AN10B034_720575941532427698,ascending,13.32,FALSE,below threshold,ascending below threshold,720575941532427698
AN10B034_720575941545989556,ascending,15.16,FALSE,below threshold,ascending below threshold,720575941545989556
AN10B034_720575941560435571,ascending,18.16,TRUE,above threshold,ascending above threshold,720575941560435571
AN10B034_720575941563548160,ascending,15.04,FALSE,below threshold,ascending below threshold,720575941563548160
AN10B034_720575941576680949,ascending,15.13,FALSE,below threshold,ascending below threshold,720575941576680949
AN10B034_720575941597632041,ascending,14.8,FALSE,below threshold,ascending below threshold,720575941597632041
AN10B034_720575941631615468,ascending,13.93,FALSE,below threshold,ascending below threshold,720575941631615468
AN10B034_720575941732541739,ascending,14.22,FALSE,below threshold,ascending below threshold,720575941732541739
AN10B035_720575941526680909,ascending,16.09,FALSE,below threshold,ascending below threshold,720575941526680909
AN10B037_720575941415605276,ascending,15.7,FALSE,below threshold,ascending below threshold,720575941415605276
AN10B037_720575941437461010,ascending,16.28,FALSE,below threshold,ascending below threshold,720575941437461010
AN10B037_720575941452266291,ascending,14.84,FALSE,below threshold,ascending below threshold,720575941452266291
AN10B037_720575941472752736,ascending,15.6,FALSE,below threshold,ascending below threshold,720575941472752736
AN10B037_720575941477839902,ascending,15.01,FALSE,below threshold,ascending below threshold,720575941477839902
AN10B037_720575941480717280,ascending,15.15,FALSE,below threshold,ascending below threshold,720575941480717280
AN10B037_720575941485303693,ascending,16.36,FALSE,below threshold,ascending below threshold,720575941485303693
AN10B037_720575941501644683,ascending,15.6,FALSE,below threshold,ascending below threshold,720575941501644683
AN10B037_720575941503334962,ascending,16.02,FALSE,below threshold,ascending below threshold,720575941503334962
AN10B037_720575941515615843,ascending,14.91,FALSE,below threshold,ascending below threshold,720575941515615843
AN10B037_720575941537110554,ascending,16,FALSE,below threshold,ascending below threshold,720575941537110554
AN10B037_720575941540266109,ascending,15.85,FALSE,below threshold,ascending below threshold,720575941540266109
AN10B037_720575941543300381,ascending,14.75,FALSE,below threshold,ascending below threshold,720575941543300381
AN10B037_720575941604639934,ascending,15.15,FALSE,below threshold,ascending below threshold,720575941604639934
AN10B037_720575941688979318,ascending,14.73,FALSE,below threshold,ascending below threshold,720575941688979318
AN10B039_720575941437150252,ascending,14.72,FALSE,below threshold,ascending below threshold,720575941437150252
AN10B039_720575941453195945,ascending,15.12,FALSE,below threshold,ascending below threshold,720575941453195945
AN10B039_720575941514874627,ascending,14.58,FALSE,below threshold,ascending below threshold,720575941514874627
AN10B039_720575941515223555,ascending,15,FALSE,below threshold,ascending below threshold,720575941515223555
AN10B039_720575941527283366,ascending,16.14,FALSE,below threshold,ascending below threshold,720575941527283366
AN10B039_720575941537124890,ascending,15.58,FALSE,below threshold,ascending below threshold,720575941537124890
AN10B039_720575941565100551,ascending,15.98,FALSE,below threshold,ascending below threshold,720575941565100551
AN10B039_720575941669864113,ascending,14.75,FALSE,below threshold,ascending below threshold,720575941669864113
AN10B039_720575941680063677,ascending,18.26,TRUE,above threshold,ascending above threshold,720575941680063677
AN10B045_720575941460298707,ascending,0,FALSE,below threshold,ascending below threshold,720575941460298707
AN10B045_720575941555507283,ascending,10.46,FALSE,below threshold,ascending below threshold,720575941555507283
AN10B046_720575941353247536,ascending,15.66,FALSE,below threshold,ascending below threshold,720575941353247536
AN10B046_720575941438841311,ascending,16.1,FALSE,below threshold,ascending below threshold,720575941438841311
AN10B046_720575941460714180,ascending,14.62,FALSE,below threshold,ascending below threshold,720575941460714180
AN10B046_720575941477560129,ascending,15.38,FALSE,below threshold,ascending below threshold,720575941477560129
AN10B046_720575941492283312,ascending,15.73,FALSE,below threshold,ascending below threshold,720575941492283312
AN10B046_720575941498506569,ascending,16.35,FALSE,below threshold,ascending below threshold,720575941498506569
AN10B046_720575941520087223,ascending,15.16,FALSE,below threshold,ascending below threshold,720575941520087223
AN10B046_720575941528229252,ascending,15.84,FALSE,below threshold,ascending below threshold,720575941528229252
AN10B046_720575941532908773,ascending,15.45,FALSE,below threshold,ascending below threshold,720575941532908773
AN10B046_720575941569153906,ascending,16.49,FALSE,below threshold,ascending below threshold,720575941569153906
AN10B046_720575941610283850,ascending,14.75,FALSE,below threshold,ascending below threshold,720575941610283850
AN10B046_720575941657679128,ascending,15.24,FALSE,below threshold,ascending below threshold,720575941657679128
AN10B046_720575941667326707,ascending,15.63,FALSE,below threshold,ascending below threshold,720575941667326707
AN10B046_720575941668649971,ascending,15.06,FALSE,below threshold,ascending below threshold,720575941668649971
AN10B047_720575941391682052,ascending,16.41,FALSE,below threshold,ascending below threshold,720575941391682052
AN10B047_720575941475963697,ascending,13.84,FALSE,below threshold,ascending below threshold,720575941475963697
AN10B047_720575941490868021,ascending,15.73,FALSE,below threshold,ascending below threshold,720575941490868021
AN10B047_720575941498833531,ascending,14.75,FALSE,below threshold,ascending below threshold,720575941498833531
AN10B047_720575941505831262,ascending,14.69,FALSE,below threshold,ascending below threshold,720575941505831262
AN10B047_720575941505881413,ascending,14.24,FALSE,below threshold,ascending below threshold,720575941505881413
AN10B047_720575941510276562,ascending,14.26,FALSE,below threshold,ascending below threshold,720575941510276562
AN10B047_720575941517783212,ascending,15.12,FALSE,below threshold,ascending below threshold,720575941517783212
AN10B047_720575941533380362,ascending,13.94,FALSE,below threshold,ascending below threshold,720575941533380362
AN10B047_720575941535482650,ascending,13.65,FALSE,below threshold,ascending below threshold,720575941535482650
AN10B047_720575941564705431,ascending,14.88,FALSE,below threshold,ascending below threshold,720575941564705431
AN10B047_720575941604048830,ascending,12.54,FALSE,below threshold,ascending below threshold,720575941604048830
AN10B047_720575941625112940,ascending,12.34,FALSE,below threshold,ascending below threshold,720575941625112940
AN10B047_720575941628704994,ascending,12.36,FALSE,below threshold,ascending below threshold,720575941628704994
AN10B047_720575941653100817,ascending,14.45,FALSE,below threshold,ascending below threshold,720575941653100817
AN10B047_720575941661275704,ascending,14.07,FALSE,below threshold,ascending below threshold,720575941661275704
AN10B047_720575941662445180,ascending,10.62,FALSE,below threshold,ascending below threshold,720575941662445180
AN10B047_720575941689715931,ascending,15.18,FALSE,below threshold,ascending below threshold,720575941689715931
AN10B048_720575941469048695,ascending,14.46,FALSE,below threshold,ascending below threshold,720575941469048695
AN10B048_720575941485069520,ascending,14.77,FALSE,below threshold,ascending below threshold,720575941485069520
AN10B048_720575941487800272,ascending,14.65,FALSE,below threshold,ascending below threshold,720575941487800272
AN10B048_720575941516069625,ascending,14.58,FALSE,below threshold,ascending below threshold,720575941516069625
AN10B048_720575941539582669,ascending,15.03,FALSE,below threshold,ascending below threshold,720575941539582669
AN10B048_720575941552168959,ascending,15.03,FALSE,below threshold,ascending below threshold,720575941552168959
AN10B048_720575941566725991,ascending,14.35,FALSE,below threshold,ascending below threshold,720575941566725991
AN10B048_720575941617820373,ascending,12.82,FALSE,below threshold,ascending below threshold,720575941617820373
AN10B048_720575941633124539,ascending,14.29,FALSE,below threshold,ascending below threshold,720575941633124539
AN10B049_720575941514944761,ascending,15.1,FALSE,below threshold,ascending below threshold,720575941514944761
AN10B049_720575941517750188,ascending,15.44,FALSE,below threshold,ascending below threshold,720575941517750188
AN10B049_720575941558966766,ascending,15.27,FALSE,below threshold,ascending below threshold,720575941558966766
AN10B049_720575941595290149,ascending,14.6,FALSE,below threshold,ascending below threshold,720575941595290149
AN10B051_720575941401375011,ascending,10.84,FALSE,below threshold,ascending below threshold,720575941401375011
AN10B051_720575941480693187,ascending,11.33,FALSE,below threshold,ascending below threshold,720575941480693187
AN10B051_720575941485889858,ascending,11.8,FALSE,below threshold,ascending below threshold,720575941485889858
AN10B051_720575941545219464,ascending,11.74,FALSE,below threshold,ascending below threshold,720575941545219464
AN10B053_720575941459850707,ascending,14.74,FALSE,below threshold,ascending below threshold,720575941459850707
AN10B053_720575941460850957,ascending,12.02,FALSE,below threshold,ascending below threshold,720575941460850957
AN10B053_720575941462868749,ascending,15.21,FALSE,below threshold,ascending below threshold,720575941462868749
AN10B053_720575941492419504,ascending,14.03,FALSE,below threshold,ascending below threshold,720575941492419504
AN10B053_720575941498736034,ascending,14.91,FALSE,below threshold,ascending below threshold,720575941498736034
AN10B053_720575941505236133,ascending,17.91,FALSE,below threshold,ascending below threshold,720575941505236133
AN10B053_720575941526721869,ascending,14.53,FALSE,below threshold,ascending below threshold,720575941526721869
AN10B053_720575941561826216,ascending,14.69,FALSE,below threshold,ascending below threshold,720575941561826216
AN10B053_720575941579629137,ascending,12.6,FALSE,below threshold,ascending below threshold,720575941579629137
AN10B053_720575941644062290,ascending,15.66,FALSE,below threshold,ascending below threshold,720575941644062290
AN10B053_720575941688127350,ascending,14.95,FALSE,below threshold,ascending below threshold,720575941688127350
AN10B053_720575941722790714,ascending,15.97,FALSE,below threshold,ascending below threshold,720575941722790714
AN10B056_720575941478752362,ascending,11.67,FALSE,below threshold,ascending below threshold,720575941478752362
AN10B056_720575941518277815,ascending,12.81,FALSE,below threshold,ascending below threshold,720575941518277815
AN10B056_720575941532441317,ascending,8.893,FALSE,below threshold,ascending below threshold,720575941532441317
AN10B056_720575941564373346,ascending,12.45,FALSE,below threshold,ascending below threshold,720575941564373346
AN10B056_720575941690171355,ascending,0,FALSE,below threshold,ascending below threshold,720575941690171355
AN10B060_720575941460274116,ascending,0,FALSE,below threshold,ascending below threshold,720575941460274116
AN10B060_720575941530964355,ascending,17.87,FALSE,below threshold,ascending below threshold,720575941530964355
AN10B060_720575941579361873,ascending,12.05,FALSE,below threshold,ascending below threshold,720575941579361873
AN10B060_720575941604501182,ascending,10.5,FALSE,below threshold,ascending below threshold,720575941604501182
AN10B060_720575941668397735,ascending,12.56,FALSE,below threshold,ascending below threshold,720575941668397735
AN11B008_720575941461205392,ascending,20.89,TRUE,above threshold,ascending above threshold,720575941461205392
AN11B008_720575941539051669,ascending,21.13,TRUE,above threshold,ascending above threshold,720575941539051669
AN11B012_720575941577426265,ascending,20.5,TRUE,above threshold,ascending above threshold,720575941577426265
AN11B012_720575941668758449,ascending,20.35,TRUE,above threshold,ascending above threshold,720575941668758449
AN12A003_720575941448093972,ascending,18.28,TRUE,above threshold,ascending above threshold,720575941448093972
AN12A003_720575941480714626,ascending,19.08,TRUE,above threshold,ascending above threshold,720575941480714626
AN12A017_720575941568317230,ascending,18.23,TRUE,above threshold,ascending above threshold,720575941568317230
AN12A017_720575941603718073,ascending,18.64,TRUE,above threshold,ascending above threshold,720575941603718073
AN12B004_720575941440672085,ascending,17.16,FALSE,below threshold,ascending below threshold,720575941440672085
AN12B004_720575941461834451,ascending,17.69,FALSE,below threshold,ascending below threshold,720575941461834451
AN12B004_720575941586697438,ascending,16.29,FALSE,below threshold,ascending below threshold,720575941586697438
AN12B004_720575941603458750,ascending,16.87,FALSE,below threshold,ascending below threshold,720575941603458750
AN12B004_720575941613770259,ascending,17.21,FALSE,below threshold,ascending below threshold,720575941613770259
AN12B004_720575941624328444,ascending,18.53,TRUE,above threshold,ascending above threshold,720575941624328444
AN12B005_720575941616501205,ascending,19.5,TRUE,above threshold,ascending above threshold,720575941616501205
AN12B005_720575941703138522,ascending,19.93,TRUE,above threshold,ascending above threshold,720575941703138522
AN12B006_720575941486980560,ascending,17.28,FALSE,below threshold,ascending below threshold,720575941486980560
AN12B008_720575941470861120,ascending,18.74,TRUE,above threshold,ascending above threshold,720575941470861120
AN12B008_720575941493311920,ascending,19.54,TRUE,above threshold,ascending above threshold,720575941493311920
AN12B011_720575941407564718,ascending,17.21,FALSE,below threshold,ascending below threshold,720575941407564718
AN12B011_720575941535938314,ascending,17.16,FALSE,below threshold,ascending below threshold,720575941535938314
AN12B017_720575941506304828,ascending,21.05,TRUE,above threshold,ascending above threshold,720575941506304828
AN12B017_720575941612075622,ascending,19.54,TRUE,above threshold,ascending above threshold,720575941612075622
AN12B017_720575941644253266,ascending,18.58,TRUE,above threshold,ascending above threshold,720575941644253266
AN12B017_720575941644324690,ascending,20.66,TRUE,above threshold,ascending above threshold,720575941644324690
AN12B019_720575941605171390,ascending,19.35,TRUE,above threshold,ascending above threshold,720575941605171390
AN12B019_720575941649901297,ascending,17.39,FALSE,below threshold,ascending below threshold,720575941649901297
AN12B019_720575941731044139,ascending,18.28,TRUE,above threshold,ascending above threshold,720575941731044139
AN12B055_720575941405855918,ascending,16.85,FALSE,below threshold,ascending below threshold,720575941405855918
AN12B055_720575941438669653,ascending,15.09,FALSE,below threshold,ascending below threshold,720575941438669653
AN12B055_720575941482115526,ascending,15.16,FALSE,below threshold,ascending below threshold,720575941482115526
AN12B055_720575941527973508,ascending,15.02,FALSE,below threshold,ascending below threshold,720575941527973508
AN12B055_720575941558552591,ascending,16.53,FALSE,below threshold,ascending below threshold,720575941558552591
AN12B055_720575941632198560,ascending,14.96,FALSE,below threshold,ascending below threshold,720575941632198560
AN12B060_720575941430153976,ascending,18.88,TRUE,above threshold,ascending above threshold,720575941430153976
