root_id,spectral_cluster,umap_x,umap_y,unofficial_cluster_name
720575941581865593,13,15.523698,5.6351967,central complex
720575941496799867,10,5.7413893,-1.4069589,right visual
720575941538349693,12,15.646166,-2.9076858,right olfactory
720575941540053629,8,8.272784,7.518159,superior brain
720575941585273478,10,5.0668507,-1.2372861,right visual
720575941551063687,3,-11.391283,0.5155022,abdominal VNC
720575941547786888,11,12.422115,14.744467,left olfactory
720575941623284362,1,-7.188478,-0.36384222,dorsal VNC
720575941413700241,4,0.090216964,2.4869757,posterior brain
720575941514101395,2,-12.260292,4.7812366,leg VNC
720575941551981210,9,2.4877563,6.838204,left visual
720575941626036891,4,1.5333186,2.925258,posterior brain
720575941625905819,8,7.3557544,8.44643,superior brain
720575941572035229,1,-7.328302,-0.088981606,dorsal VNC
720575941572690590,9,1.5193651,10.676977,left visual
720575941570855582,7,4.872821,5.3348017,inferior brain
720575941633245856,8,8.79678,5.067879,superior brain
720575941644518049,10,5.3715267,-1.4198661,right visual
720575941572035230,7,6.0034246,2.0171044,inferior brain
720575941505974949,11,12.746712,16.598717,left olfactory
720575941670601383,13,-3.0696063,-4.5234056,central complex
720575941411603115,11,8.564442,8.307213,left olfactory
720575941518951084,5,2.3714042,-0.9867046,lateral brain
720575941431263919,12,10.879951,0.13822144,right olfactory
720575941518951091,1,-3.8999436,0.9221272,dorsal VNC
720575941446992565,1,-5.8386483,0.0727417,dorsal VNC
720575941450007221,8,6.981614,4.3848825,superior brain
720575941480809146,2,-6.6589627,9.665987,leg VNC
720575941483692730,5,1.3101358,6.7818985,lateral brain
720575941441356479,12,16.28717,-3.0599015,right olfactory
720575941536121537,8,9.406567,2.8775554,superior brain
720575941480415939,1,-8.49514,-1.2316965,dorsal VNC
720575941632983749,8,7.214048,5.0843906,superior brain
720575941489197769,8,9.197091,2.3896337,superior brain
720575941626299082,9,2.5580347,14.966811,left visual
720575941537694413,2,-8.785798,7.475164,leg VNC
720575941488542414,2,-6.805061,8.852413,leg VNC
720575941538742989,10,2.5976088,-5.3861165,right visual
720575941440438991,7,6.7981715,-0.078055486,inferior brain
720575941593793238,2,-10.894948,5.3085666,leg VNC
720575941701141210,10,3.2793422,-5.7846727,right visual
720575941479236320,7,3.415403,4.5596867,inferior brain
720575941631017698,1,-8.581581,-1.8144006,dorsal VNC
720575941556437732,2,-7.587519,5.4351716,leg VNC
720575941490639591,2,-7.1046987,9.53317,leg VNC
720575941537563368,8,7.3494606,5.1591916,superior brain
720575941535990504,5,0.6232242,4.569098,lateral brain
720575941534024426,1,-6.681406,0.003425909,dorsal VNC
720575941535073002,2,-12.402326,5.0195956,leg VNC
720575941610308329,13,-3.1128385,-4.5442777,central complex
720575941456823021,5,2.0477524,-0.87261796,lateral brain
720575941489459943,10,3.8243976,-5.177797,right visual
720575941567054580,2,-9.634532,6.657409,leg VNC
720575941579768565,1,-7.932939,-2.066429,dorsal VNC
720575941522490103,8,8.153419,7.1179504,superior brain
720575941515936505,2,-8.111175,5.0025835,leg VNC
720575941624595196,9,2.061165,12.156329,left visual
720575941483692797,3,-10.675549,1.5957105,abdominal VNC
720575941591040766,8,9.0464945,2.0559459,superior brain
720575941526946562,2,-7.2836165,5.7724805,leg VNC
720575941513184003,3,-13.600524,-1.8900663,abdominal VNC
720575941542806277,2,-9.878057,3.9199526,leg VNC
720575941485789958,4,0.55464643,3.4591115,posterior brain
720575941574001417,2,-6.543648,8.530771,leg VNC
720575941535335178,5,2.1643791,-0.93486804,lateral brain
720575941534941962,2,-10.137372,3.8664691,leg VNC
720575941462721293,11,12.584529,14.74675,left olfactory
720575941510562576,4,1.5931633,1.9297072,posterior brain
720575941653824273,7,5.050181,2.2646463,inferior brain
720575941614371603,7,2.7932518,3.1242647,inferior brain
720575941447779092,1,-5.976653,-1.5244948,dorsal VNC
720575941651202837,4,3.0200353,3.137401,posterior brain
720575941467702038,8,9.094057,5.5481143,superior brain
720575941552505627,9,2.0127378,12.177424,left visual
720575941414617884,8,8.516553,4.5543633,superior brain
720575941436244768,6,6.562623,9.07701,flange/GNG/median bundle
720575941549622049,7,4.646544,4.216807,inferior brain
720575941434409760,10,5.3693743,-1.346537,right visual
720575941600740137,10,5.6301975,-1.4118932,right visual
720575941472158506,2,-6.043678,9.499412,leg VNC
720575941474779946,4,1.5676025,3.1982405,posterior brain
720575941438735148,8,9.452935,5.622867,superior brain
720575941565350702,1,-5.8528376,-0.7742951,dorsal VNC
720575941353276208,7,4.7890434,6.940846,inferior brain
720575941503746866,5,0.818572,5.40902,lateral brain
720575941476746036,7,4.246227,8.182075,inferior brain
720575941662475064,4,2.2953413,3.0144331,posterior brain
720575941723161402,2,-8.050752,6.001648,leg VNC
720575941549753150,1,-7.929581,-0.64602643,dorsal VNC
720575941439652671,8,7.1251535,4.0492697,superior brain
720575941471896384,3,-11.546953,0.19420096,abdominal VNC
720575941589205828,4,3.3040755,3.43731,posterior brain
720575941459313478,2,-6.816362,9.590524,leg VNC
720575941658936144,2,-7.120067,4.9793534,leg VNC
720575941579899729,12,10.950888,0.05663698,right olfactory
720575941642158930,5,-5.5290055,5.258484,lateral brain
720575941658542928,2,-6.5511427,5.1853733,leg VNC
720575941427987284,9,2.0804741,12.160015,left visual
720575941427594068,7,5.016959,3.9332495,inferior brain
720575941577540441,2,-10.938713,4.071565,leg VNC
720575941449483101,8,7.784692,4.43625,superior brain
720575941430739809,11,8.944952,8.954834,left olfactory
720575941515805539,11,9.328698,10.099468,left olfactory
720575941514756963,11,12.80806,16.167223,left olfactory
720575941611488102,4,0.5524265,3.1475868,posterior brain
720575941566137191,5,2.8407745,-0.6468626,lateral brain
720575941576622952,13,15.453304,5.1551433,central complex
720575941545952105,7,5.3906636,3.62661,inferior brain
720575941478712170,4,-0.38644603,1.8843943,posterior brain
720575941593793387,10,1.9404362,-4.911302,right visual
720575941567841138,10,5.2079825,0.53643954,right visual
720575941639537525,7,3.5791843,4.468036,inferior brain
720575941645173624,12,9.839816,2.063706,right olfactory
720575941449876346,4,0.61864436,3.140904,posterior brain
720575941496406907,10,5.8761177,-1.3176374,right visual
720575941662081916,10,3.5050738,-5.7285447,right visual
720575941539922813,13,15.321851,4.3257017,central complex
720575941539529597,6,-2.0023527,9.367659,flange/GNG/median bundle
720575941498504059,8,5.265997,5.094022,superior brain
720575941662212988,9,0.8886956,13.1487665,left visual
720575941508596609,8,6.705653,4.1236043,superior brain
720575941497324411,8,8.438336,8.044017,superior brain
720575941528126340,11,13.023164,16.566027,left olfactory
720575941596414853,12,9.730878,2.161101,right olfactory
720575941583307654,5,-5.058602,5.3186164,lateral brain
720575941564433298,11,9.557828,10.384555,left olfactory
720575941413569428,12,17.07444,-3.6923113,right olfactory
720575941538087829,3,-11.621702,0.041433454,abdominal VNC
720575941691442072,5,2.3406627,6.525589,lateral brain
720575941596021660,13,7.5431967,14.972043,central complex
720575941569676190,2,-10.851494,5.372799,leg VNC
720575941630493600,1,-6.919652,-0.017976828,dorsal VNC
720575941643338657,10,3.6498828,-5.7355213,right visual
720575941411210155,2,-8.181213,5.112822,leg VNC
720575941520262067,8,7.1032095,4.735048,superior brain
720575941449745333,2,-6.285891,5.1737604,leg VNC
720575941575181238,5,0.58563524,4.38955,lateral brain
720575941546476476,2,-7.4368916,5.720679,leg VNC
720575941603886014,2,-9.377334,8.066024,leg VNC
720575941599036352,13,15.676588,9.269321,central complex
720575941535335361,12,10.753603,0.33642292,right olfactory
720575941481989059,2,-5.7587175,8.943208,leg VNC
720575941461803972,9,0.85695213,11.917048,left visual
720575941496013767,1,-7.217759,-0.22481436,dorsal VNC
720575941496144839,7,4.306942,2.5373192,inferior brain
720575941489066956,13,15.659909,9.341896,central complex
720575941489591244,10,1.6115506,-3.9946833,right visual
720575941441356751,13,5.351553,19.075724,central complex
720575941487494096,12,15.159419,-2.48881,right olfactory
720575941511480273,1,-3.5869956,1.0394046,dorsal VNC
720575941511218130,5,2.286441,6.666092,lateral brain
720575941431788503,7,5.494526,1.0279913,inferior brain
720575941655135193,10,3.7218802,-2.3014996,right visual
720575941701010394,7,4.7795286,5.9102325,inferior brain
720575941586584542,4,1.3365965,3.1466105,posterior brain
720575941436900319,2,-9.493683,7.584808,leg VNC
720575941631149026,12,16.158607,-2.1806705,right olfactory
720575941535859683,13,9.067564,-6.5144596,central complex
720575941533107173,13,15.86923,8.505913,central complex
720575941531927525,13,15.3264885,4.7046285,central complex
720575941534286826,4,0.59006405,3.2864537,posterior brain
720575941503091691,7,6.2855573,0.23138316,inferior brain
720575941502698475,2,-10.814697,4.297669,leg VNC
720575941453939693,2,-10.276318,7.1520905,leg VNC
720575941687378927,7,4.4351354,8.29523,inferior brain
720575941459313648,4,1.8404526,1.8127842,posterior brain
720575941569414132,5,1.6508083,-0.84632444,lateral brain
720575941568889850,7,4.1413336,-0.001454977,inferior brain
720575941574657019,9,3.7002594,8.366434,left visual
720575941481726973,4,0.102510035,2.0209584,posterior brain
720575941550932991,2,-7.127477,8.527844,leg VNC
720575941550146559,12,16.528637,-2.4099083,right olfactory
720575941555127297,4,2.3023539,2.934793,posterior brain
720575941515936771,13,15.577598,7.662011,central complex
720575941542282245,1,-6.073752,-1.370244,dorsal VNC
720575941574657032,1,-1.3572025,1.6739141,dorsal VNC
720575941653562385,3,-13.449233,-1.8359655,abdominal VNC
720575941438735378,12,11.842032,-0.41129032,right olfactory
720575941651989525,7,4.5223966,2.3634765,inferior brain
720575941551326235,2,-8.376662,5.609636,leg VNC
720575941415666716,4,0.503801,3.2757623,posterior brain
720575941543199773,8,7.347735,5.070844,superior brain
720575941540316189,6,-0.8211245,10.222737,flange/GNG/median bundle
720575941475304478,10,-2.1667516,2.5589054,right visual
720575941436638240,1,-6.49177,-1.692912,dorsal VNC
720575941433230368,2,-7.96685,6.0503798,leg VNC
720575941436113952,8,4.7029753,6.1486244,superior brain
720575941401773091,2,-6.078113,8.742445,leg VNC
720575941400855587,12,17.267021,-4.2670164,right olfactory
720575941594186789,2,-7.9750767,7.54442,leg VNC
720575941629969446,13,15.769018,6.964267,central complex
720575941595497509,4,0.5705359,2.1048954,posterior brain
720575941595759655,9,3.688745,8.400803,left visual
720575941626692646,2,-6.999849,4.8244023,leg VNC
720575941436769324,5,0.38933077,7.077406,lateral brain
720575941438866476,11,9.49649,10.446284,left olfactory
720575941501912114,2,-6.8388333,8.193092,leg VNC
720575941503878194,11,11.3555975,13.661177,left olfactory
720575941563253814,1,-6.3680434,-1.0837674,dorsal VNC
720575941628265529,8,8.140412,7.201634,superior brain
720575941506237500,5,-5.190286,5.249237,lateral brain
720575941548442685,7,5.2913556,0.2402154,inferior brain
720575941552768062,7,3.093854,4.98254,inferior brain
720575941505975356,11,13.003237,16.586796,left olfactory
720575941453022279,11,10.074948,11.265977,left olfactory
720575941644125266,8,8.299445,5.595747,superior brain
720575941642159186,2,-11.30696,5.5537996,leg VNC
720575941427725396,7,5.0897017,-0.019042825,inferior brain
720575941438735445,9,3.702537,8.363218,left visual
720575941440570453,10,-2.2823188,-10.793372,right visual
720575941553947731,8,9.695239,2.3430004,superior brain
720575941514888282,11,12.658422,16.796535,left olfactory
720575941441094747,8,8.10471,3.5320988,superior brain
720575941450269789,12,10.524562,0.74292165,right olfactory
720575941584749663,8,5.0032544,1.4072586,superior brain
720575941471372384,6,-1.7690618,9.734624,flange/GNG/median bundle
720575941562467426,2,-9.2785225,6.4661736,leg VNC
720575941565351010,12,10.845443,0.21350694,right olfactory
720575941610308710,10,3.4677057,-5.791951,right visual
720575941609260134,2,-8.250109,5.375304,leg VNC
720575941566268519,2,-6.5948215,8.5437,leg VNC
720575941545690217,12,16.297188,-3.3623672,right olfactory
720575941471503479,13,16.029953,8.022981,central complex
720575941540185213,2,-9.384636,7.3378897,leg VNC
720575941620139135,5,3.3325553,5.253601,lateral brain
720575941585929350,2,-9.257139,5.2042866,leg VNC
720575941626299530,1,-5.1315007,0.5942846,dorsal VNC
720575941486707853,11,8.983787,8.572259,left olfactory
720575941435458702,8,8.08875,6.5963683,superior brain
720575941462590608,1,-6.114734,-1.5640526,dorsal VNC
720575941460886672,9,1.6845086,11.92615,left visual
720575941564302482,9,-6.147827,16.18708,left visual
720575941414880404,9,4.620177,6.2489047,left visual
720575941539529877,4,3.174225,3.015266,posterior brain
720575941393646742,8,6.0536013,1.7987779,superior brain
720575941566006423,10,2.8831966,-4.512404,right visual
720575941551588506,1,-6.7192125,-1.3744946,dorsal VNC
720575941571904669,1,-6.016315,-1.5447056,dorsal VNC
720575941632722080,11,11.601432,14.293754,left olfactory
720575941644649633,5,-0.016012302,7.2594905,lateral brain
720575941498635426,2,-6.826429,7.523125,leg VNC
720575941480940707,2,-7.522303,5.8296304,leg VNC
720575941478057123,2,-6.4544744,9.038642,leg VNC
720575941499290786,8,8.163715,7.3171244,superior brain
720575941444895914,2,-10.385091,5.2351513,leg VNC
720575941411472555,2,-7.3142977,5.3833017,leg VNC
720575941445420202,10,5.0338044,-1.3921864,right visual
720575941408457902,2,-11.260678,5.5538745,leg VNC
720575941493785776,7,4.743188,7.650457,inferior brain
720575941449876661,12,17.096884,-3.9590123,right olfactory
720575941518427319,1,-6.383925,0.002826126,dorsal VNC
720575941527209144,1,-4.960543,0.95117664,dorsal VNC
720575941603755193,2,-7.150484,4.894795,leg VNC
720575941481333946,1,-2.136353,1.5144176,dorsal VNC
720575941633508539,1,-4.678289,0.7741472,dorsal VNC
720575941597988032,12,10.9484,0.5153107,right olfactory
720575941504664770,8,8.133752,7.062528,superior brain
720575941489722569,13,15.843659,7.0668125,central complex
720575941528782027,2,-9.460693,7.95815,leg VNC
